blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
4,38,7,1,323,83,5,27,4,358,83,1,-703,-285,4667,2,0,0,0,0
5,25,5,1,385,113,2,28,4,357,96,1,6804,5639,4741,8,-1,0,1,0
1,34,9,0,309,68,6,24,4,401,103,0,-3719,-5032,-8629,-6,-1,-1,-2,0
7,31,2,1,404,133,0,31,15,281,78,1,14586,9849,16158,23,-2,0,3,0
0,23,11,0,337,68,0,27,5,404,111,0,-5044,-3252,-2473,-2,-1,0,-3,0
2,23,5,1,420,116,5,89,9,401,86,1,4109,1064,2802,3,-1,0,0,0
2,29,6,1,384,93,6,28,8,362,74,0,-960,-1768,-943,-5,2,0,0,0
2,25,9,0,299,101,3,35,3,340,75,0,-1868,164,-5776,0,0,0,0,0
5,22,10,1,323,100,6,27,9,321,94,0,251,-1571,-10635,0,-2,0,1,0
5,35,5,1,359,95,5,23,6,305,76,1,3097,1759,98,2,2,0,1,0
4,30,11,0,327,95,4,29,3,380,92,1,205,-147,-1709,2,0,0,0,0
1,25,8,0,337,83,3,22,9,350,103,0,-1279,-1916,-7702,-8,-2,0,0,0
6,33,6,0,389,100,3,34,3,350,98,1,1739,3909,3268,3,-1,0,0,0
2,39,7,1,385,90,5,22,4,355,96,1,-768,379,-752,-3,-1,0,0,0
6,38,9,1,348,92,2,58,2,357,88,0,-1345,-839,-8281,1,0,0,-1,0
5,31,8,0,350,102,5,30,5,381,94,0,-5519,-3838,-14049,-9,-1,0,-2,0
4,24,7,1,361,91,0,26,6,298,96,0,3806,3386,9007,7,2,0,0,0
0,21,13,1,264,85,5,27,4,395,123,0,-9996,-6920,-17896,-11,-1,-1,-4,0
5,30,7,0,353,101,2,22,5,337,98,0,-2087,-1290,1886,-3,1,0,0,0
2,27,8,0,308,91,3,133,4,364,79,1,-5147,-1611,-1965,-7,0,0,-2,0
5,31,8,0,366,74,5,34,4,413,80,0,-3777,-4967,-11718,-5,-2,0,0,0
5,27,8,1,363,99,8,74,4,414,109,1,2743,2084,3783,9,2,0,0,0
3,29,10,0,349,74,3,30,3,350,74,1,1675,1103,5375,-1,-1,0,1,0
7,34,3,1,338,90,4,84,5,356,98,1,3601,271,3402,9,2,1,-1,0
6,200,2,1,369,97,4,32,9,296,94,1,7027,5391,7102,9,1,0,2,0
6,29,8,0,340,75,4,49,4,355,72,0,-4584,-298,-7692,-7,0,0,0,0
3,33,5,1,373,90,4,28,6,377,86,1,129,-381,-4922,-6,-2,0,-1,0
5,27,4,1,369,80,6,40,3,397,94,0,2661,1941,532,5,2,1,0,0
3,24,5,0,372,104,5,24,2,393,80,1,37,-303,3643,-1,0,0,0,0
4,29,13,0,300,86,6,35,3,379,82,0,-7691,-2381,-7910,-8,0,0,-3,0
2,23,1,1,378,80,3,21,11,326,88,1,622,948,5601,-2,-2,1,1,0
3,25,6,0,366,69,6,27,2,420,106,0,-3923,-3470,-11184,-5,-2,0,-1,0
4,40,9,1,362,94,4,31,3,342,86,1,-2100,145,361,-4,-1,0,-2,0
4,26,11,1,360,92,7,41,5,367,68,0,334,-821,-14,0,1,0,1,0
8,32,3,1,337,82,3,24,5,354,82,0,-30,1562,8857,5,-1,-1,0,0
4,63,9,1,274,98,0,57,4,327,71,1,2614,3501,5475,7,2,0,-2,0
5,200,4,0,323,84,2,30,8,306,100,1,4419,2027,4799,10,1,0,1,0
1,58,9,1,357,98,5,65,3,398,72,0,-3836,-1792,-2793,-6,0,0,-3,0
2,24,9,1,334,94,4,28,4,364,74,0,2794,866,4429,4,1,0,1,0
9,59,7,1,379,91,4,25,2,353,88,1,1811,2645,1889,2,-1,0,-1,0
6,32,7,1,391,92,4,41,4,355,86,1,3672,1721,6369,5,0,0,0,0
9,32,4,0,394,94,8,33,7,381,74,1,6225,4241,5196,10,-1,0,2,0
6,25,1,1,376,78,1,25,12,325,97,1,6293,1033,2245,6,-2,0,3,0
5,33,7,1,362,81,3,27,6,371,94,1,2520,2340,1568,6,-2,0,-1,0
4,31,2,1,366,84,3,20,10,355,89,1,4764,2818,6539,10,2,-1,0,0
3,31,6,1,365,108,9,31,2,382,88,0,1356,743,919,1,-2,0,0,0
3,82,6,0,356,97,4,51,6,357,79,0,474,1027,-858,5,-2,0,-1,0
5,29,5,1,388,88,3,42,2,384,75,0,2416,-470,-2771,-1,-1,0,1,0
4,82,4,1,348,57,0,23,5,379,123,0,-1825,-3149,-7448,-3,-1,0,0,0
1,27,11,1,329,69,2,23,6,358,104,1,-4239,-3777,396,0,1,0,-3,0
5,33,6,1,412,97,2,32,6,357,84,1,3256,1186,3435,4,-1,0,1,0
3,65,7,0,398,99,6,26,5,440,88,0,-2670,-764,4714,-1,2,-1,-1,0
2,25,7,1,369,86,5,62,1,375,88,0,-2316,-1373,-6924,-6,-1,0,-2,0
6,26,4,0,399,106,4,28,8,416,90,1,3990,1839,6029,7,1,0,2,0
3,29,10,1,323,87,4,36,8,316,73,1,102,-854,-2106,-1,2,0,-2,0
3,29,5,0,376,96,7,29,9,393,94,1,3066,1212,1269,6,1,1,1,0
1,66,5,0,397,87,2,26,4,385,100,0,-3159,-1563,-421,-3,2,0,-1,0
6,32,1,1,396,93,2,50,15,347,70,1,11924,6654,22886,10,1,0,5,0
3,33,6,1,309,97,3,31,11,327,70,1,1524,1214,12668,2,0,1,-1,0
3,200,9,1,389,74,5,32,4,401,78,1,81,1363,5466,1,2,0,1,0
5,35,10,1,356,92,0,57,9,373,79,1,1760,403,7232,3,2,-1,-1,0
8,28,1,1,387,66,5,47,6,375,120,1,-929,-2216,-6342,-2,-2,0,0,0
2,26,9,1,329,87,0,39,8,325,88,1,3355,2172,4131,6,-2,0,1,0
3,29,4,1,343,101,6,31,13,311,110,0,6424,2084,11718,8,-1,1,3,0
2,24,3,1,360,102,4,29,11,325,94,1,2779,628,4336,3,2,0,-1,0
2,34,9,1,374,110,6,44,12,302,80,0,2297,800,9355,-7,-2,0,3,0
4,25,6,1,351,84,4,32,8,370,99,1,2829,2487,7152,10,-1,1,0,0
2,31,10,0,324,90,5,23,6,356,82,0,-2924,278,-5465,-3,2,0,-2,0
7,34,3,1,381,78,7,33,13,301,102,1,7460,1486,4963,7,-2,1,2,0
2,26,12,0,335,78,2,200,6,303,91,0,-3519,-2394,-3647,-10,-2,0,-1,0
2,31,4,1,355,99,2,29,5,359,84,0,5534,2632,10678,12,0,1,0,0
5,28,10,1,322,90,8,28,2,374,82,0,-5038,-4223,-545,-8,-2,0,-2,0
4,30,9,0,345,104,3,34,2,362,100,0,-2339,-776,190,-5,-1,0,0,0
2,78,6,1,368,82,4,31,3,321,102,1,5536,3726,14094,12,1,0,-1,0
0,21,4,1,388,80,6,29,10,307,88,1,6239,3976,2728,4,0,0,4,0
3,39,10,0,303,85,6,42,3,371,74,0,-7353,-3781,-5737,-10,-2,0,-3,0
1,30,8,1,371,103,6,83,8,369,71,1,169,1265,-2674,0,0,1,0,0
7,31,7,0,345,77,2,97,5,355,94,0,-7486,-4797,-10718,-13,1,1,-2,0
7,28,6,1,347,88,5,34,3,367,94,0,-2170,-4838,1608,-2,-1,0,0,0
5,28,6,1,337,89,4,37,10,337,70,1,-816,-1781,1700,-5,1,0,1,0
5,55,5,1,347,72,2,98,7,352,96,1,3556,2145,4407,6,-1,0,0,0
1,19,7,1,349,54,2,26,10,308,101,0,1471,-676,-9089,-5,-1,0,0,0
7,39,4,0,367,78,3,27,8,268,99,1,9349,7251,20322,15,1,1,0,0
4,35,9,0,298,80,5,31,3,327,107,0,-7189,-5219,-10013,-12,0,0,-1,0
4,24,9,0,304,87,5,23,15,365,91,0,-1588,-127,816,-4,-2,-1,1,0
4,42,7,1,352,88,3,23,7,350,88,0,820,-2868,-5577,-1,-1,0,1,0
3,29,8,1,337,96,3,22,9,361,66,1,854,729,2495,4,1,0,1,0
0,23,4,1,328,72,1,22,13,281,64,1,6161,1782,1574,8,1,0,0,0
3,65,11,0,302,74,2,28,3,387,91,0,-11168,-5979,-13351,-16,-1,0,-4,0
4,24,8,1,349,72,2,53,4,351,108,0,-2261,-2972,-7762,-8,-1,-1,0,0
6,25,8,1,366,85,5,27,5,355,82,1,1861,1786,7262,8,2,0,0,0
4,78,6,0,409,94,2,25,8,382,90,1,2043,2150,8470,2,2,0,1,0
1,25,10,0,366,71,6,64,3,391,115,0,-6587,-4291,-15143,-7,1,-1,-2,0
1,146,10,0,299,59,5,78,4,410,112,0,-13521,-8707,-20006,-20,-2,0,-3,0
2,28,12,0,360,68,6,69,5,383,88,0,-9321,-4746,-3261,-16,2,0,-2,0
4,82,5,0,356,76,5,49,1,358,82,0,-1828,-1371,-1657,-3,-1,0,0,0
3,27,4,1,398,100,6,74,8,356,104,1,7948,6322,17949,12,2,0,3,0
5,55,4,0,393,153,4,24,5,366,56,1,5927,6844,3299,4,2,0,1,0
5,94,10,1,338,95,2,26,4,365,102,0,-3499,-3292,-637,-3,-2,-1,-3,0
4,30,3,1,374,98,1,62,11,327,69,1,5847,3707,8236,8,2,0,2,0
4,76,7,1,392,88,5,41,5,411,88,0,-848,998,2370,0,1,0,0,0
3,71,6,0,358,94,6,36,1,387,77,0,-3437,-1239,-2940,-8,-1,0,0,0
6,66,2,1,465,95,2,15,10,322,78,1,11793,9110,11372,15,0,0,1,0
3,29,6,0,376,101,3,71,1,403,117,0,-3962,-2892,-1850,-3,-1,1,-1,0
5,22,4,0,333,74,2,34,4,331,104,0,-780,-3539,3066,-6,-1,0,1,0
3,23,10,0,292,114,4,25,4,341,74,0,-4140,-2326,-9977,-7,1,0,-2,0
4,34,2,1,369,81,7,39,10,296,94,0,2331,337,7377,1,-2,0,3,0
4,32,5,1,364,111,2,22,12,359,92,1,11028,7519,18054,19,1,0,1,0
2,22,5,1,319,66,1,58,12,353,88,0,-5084,-5299,-11721,-18,-1,0,-1,0
5,39,5,0,294,59,3,23,3,364,102,0,-3235,-2742,629,1,-1,0,-1,0
3,39,2,1,381,92,6,200,7,339,76,1,7720,5102,477,11,0,0,-1,0
6,30,9,0,337,71,1,30,3,378,85,0,1556,943,1635,9,0,0,1,0
3,67,9,0,376,86,3,57,4,337,64,1,2826,2961,11705,7,0,0,0,0
0,25,2,1,350,103,1,27,12,324,56,1,6741,3454,15489,10,1,1,2,0
1,18,10,1,332,84,7,200,7,312,80,0,-1443,-1643,-9273,-7,-2,0,0,0
1,22,7,0,381,103,2,28,10,375,66,0,292,543,-3482,-3,1,0,1,0
3,26,7,0,336,70,4,49,7,360,71,0,-4404,-3723,-9262,-9,1,0,-1,0
1,29,5,0,355,95,5,200,8,356,98,0,-97,-167,-2543,1,-2,0,0,0
2,22,4,1,357,74,7,31,3,411,81,0,791,372,-1904,4,0,0,0,0
3,27,5,0,359,87,3,48,9,286,72,1,6652,2312,19554,12,1,0,2,0
2,29,8,1,352,66,5,30,6,356,132,0,-4183,-4511,1912,-5,-2,-1,-3,0
6,151,8,1,339,57,1,20,4,340,98,0,439,441,799,5,-1,0,0,0
5,27,8,1,346,92,4,29,9,382,62,1,-72,1303,-4193,-1,1,1,-2,0
6,34,5,0,370,82,3,34,9,317,83,1,-994,-1195,-5321,-5,0,-1,2,0
6,26,5,1,394,66,4,65,9,350,83,1,3823,-148,10454,9,-1,0,-3,0
2,26,10,0,332,108,4,31,4,383,96,0,-4757,-2313,-1169,-7,0,0,-1,0
3,17,2,1,425,84,0,23,9,376,96,1,6486,5551,15063,10,2,0,2,0
6,29,9,1,358,76,0,200,5,324,92,0,2471,2026,14028,4,-2,0,2,0
4,22,10,1,312,91,2,200,3,344,92,0,-1555,-2610,710,-5,-1,0,-1,0
2,25,6,0,396,112,0,43,12,345,80,0,6228,3610,9410,10,2,1,3,0
2,36,9,0,347,104,2,21,10,369,93,0,-6147,-5227,-8846,-14,-2,0,-2,0
5,29,8,1,342,79,2,57,4,400,84,0,464,31,-5598,7,2,0,0,0
9,28,8,0,350,94,5,26,4,350,88,0,-3022,-1880,-14373,-7,-2,0,-1,0
5,31,7,1,353,82,2,23,4,354,92,1,2325,-43,12836,5,1,1,0,0
3,27,4,1,409,106,1,88,3,383,102,1,-1601,-1629,-3971,-8,-1,1,0,0
5,24,12,0,358,53,5,30,2,429,126,0,-11781,-7457,-14387,-14,-2,0,-3,0
4,27,4,0,407,78,7,37,3,397,93,0,-3745,-1542,1599,-4,-2,0,-2,0
7,33,9,0,369,81,10,32,4,398,91,0,-6232,-5960,-7725,-10,-1,0,-1,0
3,38,6,0,374,97,4,31,6,376,77,0,-248,-827,-6281,-5,-1,0,1,0
5,33,4,1,313,96,5,200,10,288,73,1,5373,5514,1447,8,-2,0,1,0
4,29,1,1,406,120,1,24,8,336,80,0,6959,2884,-4588,8,1,0,2,0
8,34,4,0,368,84,5,29,8,295,89,1,4522,3858,6578,7,0,-1,0,0
5,40,10,0,347,77,3,24,7,406,93,0,75,-1306,-3361,1,-2,0,1,0
10,37,12,1,348,112,3,34,5,370,88,1,2255,1082,6600,4,0,1,-3,0
5,27,2,1,377,93,4,31,10,350,78,1,8251,4328,9761,12,2,0,2,0
11,35,5,0,398,84,6,30,7,352,96,1,547,831,4851,2,0,0,1,0
0,20,8,0,382,94,4,42,11,341,65,1,5898,4907,9244,8,2,0,-2,0
9,27,10,1,313,101,6,35,2,331,79,1,4010,2484,3792,7,1,0,1,0
4,26,2,0,406,80,5,26,11,337,98,1,3186,306,15536,4,0,0,2,0
5,36,6,1,369,112,4,22,7,351,95,1,-1474,-369,-683,-3,-2,0,0,0
5,30,1,1,382,77,3,25,2,355,102,1,2425,-168,8485,6,-1,-1,0,0
1,35,11,0,340,74,2,28,8,397,102,0,-7250,-4077,-1303,-7,-2,0,-2,0
4,47,6,1,343,110,7,33,5,354,95,1,1079,284,8172,3,0,0,0,0
2,32,9,1,314,77,6,35,7,345,68,0,-1393,-1159,-3864,-2,-1,0,-1,0
6,37,4,1,357,79,3,28,5,364,82,1,1144,-882,2956,5,2,0,0,0
3,63,5,0,343,84,7,68,4,399,86,0,-4204,-1565,-5896,-4,-1,0,-1,0
3,26,1,1,349,107,2,17,13,309,76,1,6964,5366,18668,13,2,0,2,0
3,29,4,0,360,76,5,30,5,369,84,0,-4985,-2597,-12573,-9,-1,0,-1,0
9,31,5,0,336,86,2,26,3,334,94,1,415,-846,3266,2,-2,0,-2,0
3,28,9,0,363,97,7,32,3,370,90,0,3586,773,8484,11,2,0,0,0
3,200,7,0,383,79,2,32,7,382,94,0,-533,-401,-883,-4,-1,1,0,0
4,31,5,0,374,90,5,28,6,309,94,0,-373,-1407,-464,-6,0,0,1,0
5,30,9,1,348,88,6,25,4,414,100,0,-2626,-1126,-2892,0,0,0,-1,0
3,129,10,1,330,98,4,30,2,382,98,0,-5896,-3676,-9364,-10,0,0,-2,0
2,29,10,0,271,74,5,24,2,347,84,0,-8629,-2603,-2971,-9,2,0,-2,0
1,74,8,1,379,102,5,32,9,352,98,0,1230,-58,2591,0,0,0,0,0
7,30,8,1,351,84,2,96,4,383,112,0,-4301,-3844,-4033,-6,0,0,-3,0
2,26,7,0,330,84,3,28,6,369,74,1,-1398,556,251,-6,1,1,-2,0
5,59,8,1,353,88,8,30,3,345,103,0,-1048,-2268,5803,-1,-1,0,-1,0
1,24,9,1,309,77,4,25,3,359,80,0,-5931,-1147,-7469,-10,1,0,-1,0
2,24,6,1,357,86,3,50,6,294,86,1,-116,-370,4175,1,1,0,-1,0
3,23,6,1,363,99,5,24,7,399,96,0,-891,-947,4173,1,-2,0,0,0
3,28,8,0,343,90,1,148,4,419,90,1,-3900,-3195,-11266,-6,-2,0,-1,0
3,37,3,0,384,101,4,36,4,367,82,0,-175,210,8848,-2,1,0,0,0
7,32,9,1,374,88,7,35,4,396,116,0,-5819,-3755,-6415,-7,-2,0,-3,0
4,29,4,1,339,89,6,44,5,345,90,1,966,1381,7493,5,1,0,0,0
1,47,4,0,345,77,5,35,9,340,90,0,-2021,-957,2520,-2,1,0,-1,0
6,30,8,1,341,108,3,38,19,314,68,1,3651,804,6349,1,0,0,2,0
4,25,8,1,353,74,1,32,4,375,99,0,500,1832,4551,6,2,1,-1,0
2,29,6,0,311,67,3,31,6,356,100,1,-5797,-4080,-1236,-4,2,-1,-1,0
1,37,9,0,386,121,6,40,3,374,82,1,-1778,-505,-663,-2,-1,0,-1,0
0,29,11,1,351,78,2,27,3,374,96,0,-6597,-2808,-8310,-8,-1,0,-3,0
3,38,8,1,346,90,2,90,5,366,90,1,-5422,-4090,-9860,-7,1,0,-1,0
3,46,6,1,397,101,6,26,7,339,78,1,4986,2157,-4007,6,2,0,0,0
3,24,8,1,331,76,3,46,9,365,112,0,-5316,-5217,-9543,-10,0,0,0,0
1,23,8,0,345,73,4,47,6,321,76,0,1496,2527,4380,4,0,0,-1,0
5,35,7,0,346,91,5,27,6,318,76,0,-740,1637,-4405,-3,-2,0,0,0
3,43,7,0,334,96,5,27,5,340,76,1,1810,1723,5480,5,2,0,-1,0
1,98,8,1,385,90,1,26,6,377,96,1,777,2340,7924,3,2,0,0,0
8,28,4,1,390,74,2,25,2,357,81,1,5143,3487,12429,10,0,1,-1,0
4,26,8,1,385,81,3,24,9,320,90,1,3804,385,-1732,-1,0,1,3,0
1,35,8,0,344,87,5,143,9,352,99,0,-1791,-2170,6568,-3,0,-1,-2,0
1,26,3,1,356,61,4,31,4,377,96,0,-2838,-3805,-8514,-3,1,0,0,0
2,137,8,0,359,77,7,200,4,363,86,0,-4731,-3423,-3137,-12,-2,0,-2,0
3,26,1,1,412,109,6,26,10,334,74,1,8247,6171,13160,14,0,0,0,0
0,23,7,0,375,62,1,43,4,358,81,0,-1977,-223,-8100,-3,-1,-1,-1,0
2,46,6,0,410,80,3,32,2,386,112,1,-3131,-1938,-3605,-4,1,0,0,0
2,27,4,1,382,88,2,35,10,337,72,1,4397,2820,6361,5,1,0,2,0
5,29,5,0,349,100,5,30,6,353,100,1,-1276,-2134,631,-1,0,-1,0,0
5,25,9,0,401,82,4,28,4,402,109,0,-1586,-1010,-6099,4,0,0,-1,0
4,27,4,0,362,84,6,30,10,396,95,0,-1454,-4572,-2338,-4,1,0,0,0
3,54,9,1,355,79,4,69,5,374,95,1,-1918,-565,-11043,-8,1,0,-1,0
2,21,5,1,404,113,4,93,8,346,73,1,5344,3999,11114,4,2,0,1,0
4,23,12,1,334,108,2,47,5,354,85,0,-958,153,-1721,-2,0,1,-1,0
6,23,3,1,374,96,4,30,11,331,84,1,6987,3858,13891,13,-1,0,1,0
3,25,6,0,394,82,3,52,5,367,91,1,3480,2488,3409,5,2,0,2,0
2,24,4,1,351,79,5,23,5,348,104,1,984,-108,6642,3,-1,0,1,0
6,61,6,1,356,89,7,23,6,338,68,0,495,-229,-2320,-3,-1,0,1,0
1,31,2,0,373,107,2,24,5,349,91,1,-1025,-96,445,-6,0,0,-1,0
0,22,9,0,349,70,6,30,3,337,92,1,-5843,-2864,-12740,-11,-2,0,-2,0
7,34,8,0,317,74,1,200,1,332,74,0,-4745,-2693,-5847,-12,-1,0,-1,0
5,27,6,1,382,115,2,26,11,346,76,1,9878,7601,17239,15,2,0,3,0
5,200,9,0,289,82,4,28,3,371,90,0,-6673,-3994,-11346,-7,1,0,-4,0
3,25,6,1,381,101,5,25,6,328,86,1,4957,4903,-231,7,1,0,-1,0
2,31,2,1,373,80,3,24,6,398,92,1,2466,-515,-1023,4,-1,0,2,0
3,29,5,0,364,111,4,30,11,342,80,1,1845,785,5079,0,1,0,-1,0
3,22,1,1,401,96,2,29,12,347,84,1,7131,4512,6061,8,2,0,3,0
1,51,4,0,410,68,10,36,7,346,102,0,-293,-952,1333,-10,0,-1,1,0
3,42,5,0,376,110,1,32,7,373,102,0,-2808,-1312,-12519,-5,-1,-1,-1,0
2,20,5,1,371,104,3,30,9,346,103,0,3687,2511,1235,2,0,0,3,0
0,24,3,1,364,112,4,200,10,347,68,1,5623,1433,6079,8,1,0,2,0
2,24,4,1,405,96,4,25,13,302,84,1,10976,5630,12797,13,0,0,1,0
0,29,4,0,354,82,5,26,4,362,110,0,-1921,-2441,-9646,-8,0,0,2,0
3,31,6,1,378,91,1,27,7,322,94,1,9578,6116,26660,20,2,0,-1,0
1,38,6,1,367,76,6,39,6,360,88,0,-2518,-3856,-4165,-8,-2,0,-1,0
9,34,5,1,346,94,4,138,2,383,76,1,1300,-269,-3087,3,2,0,0,0
3,28,6,1,415,82,4,32,6,352,101,0,4717,1554,7778,6,0,0,2,0
5,31,4,0,340,82,3,20,3,397,107,0,-2800,-4254,-2040,-5,-2,0,0,0
2,28,6,1,346,110,4,31,6,354,102,1,1104,1390,9848,2,2,1,1,0
0,27,8,0,335,84,3,23,4,415,88,0,-4850,-2424,-7049,-6,0,0,-1,0
0,24,8,1,319,55,6,29,5,282,68,1,-4038,-2863,-11830,-14,-1,0,-2,0
3,24,10,0,367,124,7,24,6,333,85,1,3009,1123,3856,1,1,0,-3,0
9,32,6,0,344,87,4,142,2,408,80,0,-982,-1300,-10052,2,1,0,0,0
3,24,8,0,334,90,2,32,6,321,98,0,2526,2218,6208,7,0,0,0,0
5,24,8,0,303,76,3,31,4,390,80,0,-6895,-5261,-3688,-6,0,0,-3,0
3,72,1,0,408,92,3,24,5,418,96,1,4291,3287,6940,10,2,1,1,0
6,32,8,0,331,90,3,25,5,399,68,1,-724,-414,906,5,2,0,-2,0
3,26,6,0,323,80,3,42,2,381,64,0,1792,1215,2183,7,-2,0,0,0
2,33,2,1,338,76,3,25,15,294,84,1,10139,4734,22855,23,2,0,1,0
5,38,6,0,349,104,4,28,7,370,72,0,-5506,-3551,-8421,-10,-2,0,-1,0
3,38,6,0,378,96,5,39,1,367,96,1,-1160,-1696,-9446,-1,0,1,0,0
2,32,7,0,333,69,8,38,4,367,98,0,-995,2055,2275,1,2,1,-1,0
4,51,6,0,379,99,0,32,10,335,74,0,5361,2808,1564,8,-1,1,1,0
4,23,4,1,395,112,3,31,4,407,76,0,2765,2827,-1283,3,-2,1,0,0
5,34,10,1,349,90,2,157,2,389,90,1,-4380,-2872,-116,-7,-2,0,-1,0
2,39,5,1,382,90,5,33,2,348,94,1,-730,462,-485,-4,2,0,1,0
2,23,5,1,371,96,6,139,12,339,74,1,13140,5478,3056,16,2,1,5,0
4,27,4,1,367,83,3,29,7,350,96,0,76,1712,-1083,-1,-2,0,1,0
2,34,8,0,370,92,5,33,5,360,76,1,2387,3232,3797,4,0,1,0,0
3,25,9,0,392,99,6,34,2,377,79,0,2262,2296,-1795,3,-1,0,0,0
3,32,3,1,428,103,0,47,6,360,124,0,113,716,4064,-3,-2,-1,1,0
4,63,2,0,367,71,5,39,9,307,60,1,4023,1712,13661,5,0,0,1,0
4,30,7,1,373,94,1,18,9,356,86,1,1610,-625,4338,1,-2,0,-1,0
5,31,0,0,388,119,3,35,15,265,79,1,13567,8430,21581,16,2,1,4,0
4,28,3,1,342,88,2,41,11,305,83,1,5795,4021,11733,10,2,0,2,0
2,26,5,1,359,104,2,26,7,338,88,1,2085,2198,-3464,3,2,1,1,0
4,39,6,1,351,98,1,26,11,350,88,0,2587,454,-474,4,0,0,1,0
4,43,3,0,400,88,3,32,8,326,71,1,5237,4012,3622,8,0,0,2,0
4,29,7,1,369,82,3,33,1,329,116,1,709,-925,-7579,-1,0,0,0,0
1,18,8,1,323,70,1,24,1,412,109,0,-2755,-2340,1437,6,0,0,-2,0
3,30,10,1,334,88,4,29,3,399,84,0,-4063,-3889,-4232,-7,0,0,-1,0
0,24,9,0,330,80,5,35,2,377,90,0,-2443,-298,1801,-2,-2,0,-1,0
2,71,5,0,374,60,4,98,6,316,68,0,1504,-229,-1457,-1,0,0,1,0
6,31,11,1,323,98,2,40,6,357,102,1,-4958,-4197,-12089,-10,-2,0,-1,0
9,77,14,1,304,77,2,29,4,317,60,1,-80,1101,11072,9,-1,0,-3,0
5,32,5,0,367,110,1,45,12,322,76,1,5784,5616,4516,10,2,0,3,0
5,87,9,0,247,98,4,23,2,378,107,1,-3079,-2663,1467,1,0,0,-2,0
7,33,4,1,359,116,7,41,3,349,60,1,3612,2542,5035,4,2,0,-1,0
6,30,7,0,357,96,8,38,2,359,95,0,-2160,-476,-6783,-4,0,-1,0,0
2,20,7,1,353,100,2,27,5,419,88,0,-1172,-1456,-6549,1,-2,1,-2,0
3,26,6,1,369,92,7,29,10,333,87,1,5304,3741,3757,2,0,1,0,0
2,33,5,0,353,97,5,30,11,327,100,0,-2037,-2313,-12361,-6,0,0,0,0
4,96,3,1,377,106,1,149,11,285,82,1,12209,7921,10405,16,1,0,4,0
6,21,9,0,255,63,4,28,4,393,109,0,-8273,-5137,-4885,-4,-1,0,-3,0
1,21,11,1,297,97,4,42,2,385,82,0,-4045,-615,-2818,2,-2,0,-2,0
1,62,7,0,336,56,3,84,1,363,98,0,-6424,-3287,-4088,-11,-2,0,-2,0
2,24,8,0,312,84,2,24,6,316,76,0,2116,543,10152,4,1,-1,1,0
0,23,9,0,340,100,4,27,7,390,112,0,-3331,-4706,-6635,-7,0,-1,-1,0
0,34,8,1,338,94,2,34,5,346,110,1,2481,240,-1238,7,2,0,-1,0
1,21,7,1,331,122,6,109,5,293,82,1,1894,3310,-5595,0,0,1,0,0
2,35,3,1,389,82,3,18,4,296,84,0,-233,-1060,-2445,-5,1,0,0,0
2,27,11,1,348,75,6,38,10,332,70,1,-830,256,-434,-7,0,0,0,0
1,22,10,0,291,94,3,38,7,420,118,0,-6412,-6666,-977,0,-2,-1,-3,0
2,26,10,1,324,106,2,136,6,397,94,0,-3565,-2785,1231,1,0,0,-3,0
2,20,3,1,371,95,1,22,6,330,107,0,1977,2358,3689,4,-1,0,2,0
4,27,6,1,366,76,2,31,1,371,80,1,1711,-113,2718,6,2,0,0,0
8,41,4,1,344,97,5,27,15,317,61,1,9537,3102,12815,13,1,0,3,0
3,20,6,0,361,84,4,27,5,306,98,0,-2474,-887,-3984,-7,-1,0,-2,0
2,27,12,1,370,74,3,29,5,394,98,0,-2640,-2497,4361,-1,-2,0,-1,0
4,32,8,0,378,89,4,29,6,382,100,1,-2881,-2244,-12491,-8,1,0,-2,0
3,27,8,0,342,76,1,27,8,326,84,0,-2474,-2963,-5381,-10,-1,0,0,0
1,23,13,1,320,80,1,30,6,310,58,0,-3088,-777,-6919,-13,2,0,-2,0
1,17,3,1,372,93,2,23,6,374,102,0,-2988,-2666,-7721,-7,-2,0,-1,0
3,39,7,1,434,92,1,26,6,348,92,1,6431,3710,16376,10,1,0,0,0
2,29,3,1,399,88,4,24,8,361,89,1,6795,5540,5632,11,-2,0,1,0
3,126,4,1,379,69,0,25,8,369,74,0,127,-1390,-573,3,-1,0,-3,0
2,29,3,1,378,94,2,26,8,365,82,1,1691,205,-4141,-1,-2,0,1,0
7,33,7,0,362,77,1,27,5,385,102,0,-2270,-222,600,-2,-2,0,0,0
2,29,8,1,374,75,4,36,8,399,94,1,-352,-997,8590,-1,-2,0,1,0
6,33,8,1,310,72,1,28,6,375,104,0,-3559,-3129,-6832,-4,-2,0,-1,0
5,34,4,1,352,93,1,42,7,361,78,1,2103,407,2808,5,2,1,1,0
1,144,0,0,359,100,10,41,3,329,84,1,4554,3975,-1717,5,-1,0,1,0
2,62,5,0,394,120,8,28,7,384,72,1,5354,4947,11932,6,0,1,1,0
4,200,8,1,374,104,2,40,9,328,52,1,5869,4151,1684,3,0,1,-2,0
