blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference
5,33,12,0,237,80,5,200,5,415,75,0,-7029,-6248,-12884,-10,-2,0,-3,0
5,45,0,1,401,86,6,42,4,345,90,0,6053,3116,17628,10,-1,0,0,0
6,36,4,1,368,80,5,45,7,387,94,1,703,-2103,5294,2,1,0,-1,0
4,82,8,1,379,97,5,29,3,331,83,0,-271,1466,-3530,-1,-1,0,-1,0
3,27,10,0,346,108,10,33,6,413,90,0,-4678,-3241,-13001,-6,-1,-1,-2,0
6,134,3,0,392,86,2,61,10,305,110,1,4897,6014,-1496,8,0,1,0,0
3,32,8,0,356,72,5,40,4,375,103,0,-8373,-6504,-9852,-16,0,0,-1,0
9,27,6,0,368,76,3,23,6,357,76,0,155,-220,-5126,-1,-2,1,0,0
9,28,9,0,353,76,0,24,8,342,114,0,-7999,-5241,-5362,-15,-2,0,-1,0
2,21,6,0,376,85,3,30,3,329,62,0,-888,1410,-2981,-8,-1,1,1,0
3,19,7,0,339,89,3,19,5,362,106,0,139,-547,-1576,0,0,0,0,0
0,25,7,0,368,76,4,25,4,396,106,0,-3962,-2342,-6363,-7,-2,1,0,0
5,27,7,1,334,68,4,23,4,318,82,0,1642,-266,778,-2,-1,0,-1,0
7,29,3,1,334,104,6,46,9,307,74,1,3771,2533,8228,2,1,0,1,0
2,25,8,0,316,80,7,29,3,393,104,0,-6921,-5736,-8715,-10,-1,0,-2,0
0,28,9,1,322,98,3,31,2,357,98,0,-5991,-5821,-12084,-13,-1,0,0,0
1,23,7,0,370,86,1,27,6,317,82,0,-767,1615,-158,-2,1,0,0,0
3,33,4,1,419,92,2,36,7,363,98,1,9046,5917,15059,16,1,0,2,0
3,30,7,1,380,90,3,104,2,394,77,0,-2237,552,-3995,0,-1,-1,-3,0
3,29,7,1,425,100,0,70,1,392,100,0,-887,-895,-36,-2,-2,1,0,0
4,48,3,1,343,88,2,25,9,336,90,1,8133,2694,19244,16,1,1,3,0
7,29,6,1,328,84,4,18,7,353,72,1,1499,-2397,3661,4,0,0,-1,0
8,26,10,1,377,96,9,67,3,376,104,0,-5458,-1572,-5671,-10,-1,-1,-1,0
4,25,7,0,347,108,3,22,5,332,72,1,2341,3266,3720,0,2,1,1,0
2,28,9,0,355,77,5,31,2,374,106,1,-856,2039,-1170,2,-2,0,-1,0
0,22,13,1,340,73,1,22,4,394,102,0,-7167,-3567,-4345,-8,-1,0,-3,0
1,27,6,1,385,76,4,27,8,352,100,1,-1256,-159,-9640,-1,1,0,-1,0
0,45,9,1,337,86,4,29,4,364,106,1,-1274,-2087,-5572,-1,-2,-1,-1,0
3,28,11,0,348,81,4,94,5,375,93,0,-5557,-2502,-8994,-6,-1,0,-3,0
3,23,5,0,362,84,3,28,3,339,88,0,-844,-437,-2397,-4,-2,0,0,0
5,32,3,0,386,88,1,175,6,338,70,1,-1070,382,-2882,-4,-2,0,0,0
6,26,9,1,325,74,4,191,2,384,102,0,-5308,-2933,-4303,-4,-1,0,-2,0
4,29,9,0,370,97,8,30,3,416,83,0,-7551,-3759,-14566,-13,0,0,-2,0
5,25,9,0,395,106,3,22,4,351,92,0,1858,1506,10474,-1,-2,0,1,0
4,28,4,1,415,93,3,27,8,321,97,1,4735,2425,8968,4,0,0,0,0
4,24,6,0,347,90,6,26,1,415,94,0,-1061,490,-8850,3,0,0,0,0
7,46,4,0,352,96,5,188,3,379,84,1,787,792,-6358,2,2,0,0,0
3,19,2,1,365,87,6,29,10,303,88,1,4301,4568,1579,2,-2,0,-1,0
4,40,6,0,419,85,8,33,1,338,82,1,455,2343,4129,-1,2,0,0,0
3,28,6,1,371,104,3,31,6,318,98,1,3413,2978,11038,7,0,1,2,0
3,28,5,1,372,67,2,47,7,334,75,1,1260,1409,7265,7,-1,0,0,0
1,179,5,1,349,90,2,33,3,358,86,1,2707,2238,1520,8,0,0,-1,0
2,27,7,1,361,110,5,23,10,378,76,1,-344,-467,-2041,-3,0,-1,-1,0
2,22,6,0,322,81,3,27,3,326,81,1,-2515,157,-2192,-3,0,0,-1,0
4,26,8,1,369,76,1,25,4,355,83,1,1026,308,1744,7,-2,0,1,0
2,60,6,0,364,88,4,61,2,399,88,0,-1828,141,-6862,0,-2,1,-1,0
4,31,6,1,357,78,5,24,6,364,107,0,-1688,-1602,131,0,0,-1,0,0
2,29,2,0,360,156,1,200,14,272,59,1,8814,6832,14893,8,1,1,4,0
1,25,13,0,350,88,1,32,9,353,113,0,960,-94,1962,1,-2,0,-1,0
1,26,12,0,206,65,4,37,2,417,91,0,-17787,-14189,-23766,-20,-2,0,-7,-1
2,18,5,1,387,87,2,25,11,326,56,1,8849,5077,11647,13,-1,0,2,0
3,28,7,1,406,100,3,33,9,301,59,1,8644,6228,14339,9,1,0,-1,0
7,38,3,1,363,98,4,20,9,379,90,1,6283,4488,2026,12,0,0,2,0
4,43,4,0,356,108,3,27,5,331,84,1,537,1743,3263,0,-1,1,-1,0
2,23,6,1,395,76,6,34,10,303,96,1,6420,4827,2896,9,0,0,2,0
3,30,3,0,393,96,8,33,4,372,88,1,1890,1900,150,6,-1,0,1,0
3,23,4,1,332,83,3,144,8,343,84,0,3271,-471,3437,3,1,0,2,0
2,25,6,1,360,88,4,50,8,359,103,0,751,1713,-2021,1,-1,1,-1,0
1,28,7,1,361,98,5,27,7,359,113,0,-2366,-609,-1840,-4,-2,1,0,0
5,79,7,1,390,118,1,200,10,322,71,1,6670,4567,19252,5,0,1,0,0
1,19,6,1,368,98,2,40,10,307,116,1,7673,3608,9228,11,-1,0,1,0
7,116,8,1,357,113,2,24,6,324,85,1,8708,5429,12902,12,1,0,3,0
3,200,8,0,334,68,3,143,5,419,87,0,-4639,-5287,-4228,-3,1,-1,0,0
2,36,9,0,350,65,1,31,4,357,124,0,-6428,-4071,-715,-10,-2,0,-1,0
3,35,6,0,335,90,5,200,5,343,69,1,-659,197,-4674,-2,1,0,-1,0
4,30,9,1,359,27,6,200,9,341,75,0,-187,380,1377,-2,-1,0,-1,0
3,23,7,1,317,78,4,30,5,371,82,0,-5190,-3287,-8331,-7,-1,-1,-1,0
1,22,6,1,383,92,5,30,8,363,97,1,7224,4898,4809,13,1,1,0,0
7,28,7,1,353,85,5,52,5,387,82,0,-3810,-769,-2671,-10,0,0,-1,0
1,69,11,1,351,80,2,28,7,408,108,0,-3600,-3900,-3017,-3,-1,0,-1,0
4,137,4,1,365,96,3,28,3,435,88,0,-2010,-2333,4439,-2,2,0,0,0
4,67,7,0,386,78,4,23,7,363,92,0,801,-127,1073,-3,-1,0,2,0
3,29,10,1,263,62,3,26,6,376,98,0,-3382,-4149,-363,-2,1,0,-2,0
3,28,3,0,399,74,4,32,8,374,98,0,-284,-2025,6812,-2,-1,0,1,0
2,55,5,0,393,84,5,28,2,393,136,0,-7338,-6802,-11243,-11,-2,-1,-1,0
8,34,6,1,423,89,3,23,8,319,101,1,6282,5184,11414,11,2,0,1,0
0,19,8,0,387,95,1,26,6,384,100,0,-1328,-1090,-3522,-5,-2,0,-1,0
2,30,9,0,366,106,6,23,5,387,106,0,-4883,-3553,-8718,-11,-1,0,-4,0
6,28,5,0,315,87,5,41,2,336,80,1,-2627,-938,-2723,-4,1,0,-1,0
3,24,9,0,346,117,6,31,3,330,98,1,605,2194,4111,4,0,0,-1,0
3,27,6,1,383,81,4,22,2,360,99,0,-4890,-2413,-4636,-6,-1,0,-1,0
7,37,10,0,333,94,9,42,11,341,74,0,3122,2918,10342,5,-2,0,-1,0
7,38,5,0,371,82,3,49,3,379,76,0,401,-475,-1334,3,-1,0,0,0
1,26,11,0,355,59,6,37,6,410,86,0,-8538,-5009,-6564,-10,-1,0,-3,0
5,63,8,0,323,72,6,60,3,375,100,0,-6410,-4431,-12055,-10,0,0,-1,0
3,136,9,1,332,82,5,28,5,325,82,0,-1458,1661,-1730,2,1,1,-1,0
6,33,9,1,325,84,4,84,4,322,108,0,-489,-506,1308,1,-2,0,-3,0
5,27,8,0,338,100,3,29,8,382,91,1,2997,4419,-1190,10,2,0,1,0
5,28,5,0,381,110,1,30,4,340,84,1,2213,1821,2799,-1,0,1,1,0
5,23,5,1,389,92,3,76,7,378,96,1,883,2468,320,3,2,1,-1,0
3,25,5,1,367,84,5,27,4,353,101,1,-2025,-1604,-6745,-2,1,0,0,0
0,58,14,0,309,90,3,64,9,412,90,0,-7187,-4835,-11198,-9,0,1,-5,0
4,24,7,0,363,74,4,174,9,299,84,1,5364,2619,11722,10,1,0,0,0
7,41,5,0,327,74,1,30,3,359,89,0,-1363,-1556,205,0,-1,0,-1,0
5,58,4,1,350,111,7,59,10,359,82,1,3960,3737,14843,7,2,1,1,0
3,25,12,0,325,79,6,43,5,375,104,0,-11925,-7376,-19651,-20,-1,0,-3,0
5,40,4,1,385,90,3,28,9,342,78,1,4603,1119,2601,9,0,0,1,0
4,30,9,0,356,88,5,25,8,363,83,0,-317,-164,7595,-2,-1,0,0,0
6,29,4,0,321,90,4,21,3,378,84,1,2168,2469,-1840,8,0,0,0,0
4,29,4,1,360,108,3,39,7,363,80,1,5385,4470,10843,8,1,0,0,0
4,200,5,1,422,100,5,43,8,354,84,1,4064,4569,25,7,-1,0,2,0
4,31,6,1,361,91,1,44,6,361,76,1,2984,2620,1265,-1,0,0,0,0
1,54,10,0,262,84,4,88,7,347,83,0,-4200,-2931,-2734,-4,0,0,-2,0
4,29,6,0,384,88,3,28,10,361,100,1,683,929,15,1,0,-1,-1,0
4,21,7,0,337,91,5,59,5,404,104,0,-6506,-3945,-8685,-6,-2,0,-2,0
2,18,11,0,341,70,4,27,8,365,86,0,-2431,-1710,-9639,-9,-1,-1,-2,0
6,32,8,0,360,86,2,30,4,386,101,0,-2333,-695,-9831,1,-2,0,-1,0
2,55,4,0,359,104,6,31,7,377,104,0,-1954,-2035,-5448,-4,0,1,-1,0
5,62,7,1,378,81,6,34,5,419,110,0,-3284,-3305,-1419,-3,-1,0,-1,0
3,26,2,1,362,98,5,28,6,370,94,1,-831,-594,-2264,-4,-1,0,0,0
3,31,5,0,322,82,2,26,7,378,85,0,-191,-216,3593,2,-2,0,0,0
5,27,5,1,333,99,2,27,4,373,44,0,-888,73,-10759,4,1,0,-1,0
4,29,7,0,377,100,4,32,9,406,80,0,1934,1327,6615,3,-2,1,0,0
3,29,8,1,362,106,2,31,3,362,96,1,948,3080,4870,5,-1,0,-1,0
2,28,11,0,298,60,4,31,2,351,92,0,-10190,-7674,-9193,-16,0,0,-3,0
5,28,10,0,346,116,2,27,2,386,78,1,-1561,-1622,-2095,1,-2,0,-1,0
2,24,11,0,291,83,4,23,3,387,96,0,-8188,-3866,-7593,-8,0,-1,-3,0
2,29,6,0,368,110,5,26,3,345,112,1,330,143,7420,-2,-1,0,0,0
2,27,7,0,303,80,1,36,6,321,111,0,-8943,-4176,-15167,-11,-1,-1,-4,0
4,31,8,1,336,78,2,20,10,316,93,1,2085,261,-7458,-3,0,0,1,0
3,26,5,1,403,91,4,25,6,338,91,1,3394,1834,-311,5,1,0,1,0
4,22,9,0,344,88,4,57,3,396,95,0,-8866,-4410,-39,-11,-2,0,-2,0
7,31,8,0,346,79,4,30,5,365,94,1,2062,682,1666,7,0,0,-1,0
6,31,9,0,369,103,3,28,3,444,106,0,-2117,-778,6378,1,-1,0,-1,0
3,19,1,1,394,98,2,26,15,274,75,1,10678,7413,17869,12,2,0,6,-1
2,34,5,1,341,94,1,24,3,373,100,0,-3082,-2631,828,-7,-1,0,0,0
3,25,1,0,352,94,4,28,7,342,78,1,5489,2256,15571,10,1,0,2,0
7,43,6,0,335,71,3,44,5,389,93,0,-3590,-1156,-2898,-4,1,0,-2,0
6,41,6,1,333,98,6,30,3,330,72,1,5122,661,4612,9,1,0,-2,0
9,28,7,0,363,80,3,41,1,369,84,0,-2842,-1249,3674,-3,-1,0,-1,0
3,29,9,0,326,91,3,35,3,413,100,1,-6290,-4752,-8772,-8,-1,-1,-2,0
2,59,9,1,313,77,3,200,8,390,80,0,-4318,-4788,-11039,-7,-2,0,0,0
4,31,5,1,363,98,6,35,8,399,92,0,-1181,-1593,-3079,2,-1,0,-1,0
3,24,7,1,398,100,4,31,9,369,68,1,2813,2445,-2870,1,0,0,2,0
5,25,3,1,328,91,3,27,14,289,54,1,9637,5827,14763,11,2,0,3,0
11,200,5,0,359,96,3,25,9,350,80,0,1243,180,-6772,0,0,0,-1,0
4,27,9,1,369,99,4,26,4,358,108,0,-3673,-3854,-4648,-7,0,1,-2,0
4,23,6,0,353,88,3,30,5,389,88,0,93,-1371,3047,-2,0,0,1,0
5,35,7,0,352,93,4,31,5,367,78,0,153,2320,5795,3,2,0,0,0
4,37,3,1,379,89,3,25,9,333,106,0,834,100,-6316,-1,-1,0,0,0
4,30,5,1,378,132,1,24,9,320,72,1,9396,6131,10091,15,1,0,3,0
1,19,10,0,302,90,5,32,2,376,96,0,-5689,-2644,-8139,-6,-2,0,-3,0
3,28,7,0,325,80,4,26,10,338,88,0,-1647,-893,156,-7,-1,-1,-2,0
3,31,7,1,321,96,5,30,10,341,83,0,-2302,-3143,-829,-4,-2,0,0,0
7,200,4,1,347,95,7,39,9,292,87,1,3607,1676,10249,5,1,0,1,0
2,184,6,0,300,103,2,28,7,323,68,0,-475,1738,-3901,2,-2,0,-1,0
0,23,6,0,302,98,5,29,1,357,84,0,-5071,-5112,-8096,-10,0,0,0,0
3,23,5,1,328,126,1,22,3,303,86,1,2807,3482,3916,5,0,0,0,0
4,22,8,0,343,90,7,30,3,352,84,1,-2585,-1486,-2098,-1,2,0,0,0
2,63,8,1,350,122,5,61,4,353,90,1,307,660,-7146,-3,0,0,0,0
3,22,6,1,372,120,3,22,11,293,68,1,4739,3495,2423,2,-1,0,0,0
1,27,9,0,375,70,6,48,5,393,129,0,-4949,-5580,-1449,-9,-2,0,0,0
3,30,4,0,353,111,5,32,4,348,76,1,4306,2114,5749,4,2,0,1,0
4,26,7,1,352,95,4,29,9,300,87,1,5046,5054,3829,8,2,0,1,0
6,29,4,0,356,76,1,27,5,364,100,0,-1036,493,3940,-3,-2,0,-1,0
5,33,5,1,375,102,1,123,4,373,90,1,5802,2229,182,9,0,0,2,0
2,29,8,0,288,92,5,22,1,348,84,0,-4501,-3852,-4834,-12,-2,1,0,0
3,27,4,1,360,102,6,26,5,331,90,1,5622,1861,23839,11,2,-1,1,0
2,139,3,0,347,88,4,22,10,361,75,0,2920,1419,6602,2,0,0,1,0
5,31,0,1,429,96,6,24,7,367,100,1,3032,2206,3901,1,2,-1,0,0
8,154,8,1,343,100,5,32,6,329,83,0,1110,47,200,1,-1,0,-2,0
3,25,13,1,374,92,2,24,6,365,106,0,-2741,-2866,-10925,-5,-1,0,-3,0
3,46,4,0,345,100,2,69,7,382,88,1,1786,1147,-3682,4,1,0,0,0
6,27,4,1,387,113,9,37,5,348,90,1,3444,1070,5423,7,2,1,0,0
4,84,11,0,323,60,3,23,6,333,96,0,-3766,-2437,-1424,-4,-2,0,-2,0
1,200,6,1,348,96,4,23,7,369,75,0,-3144,-1406,1209,-7,-1,0,-1,0
6,66,4,0,365,95,5,54,5,372,92,0,-536,1244,-6735,-6,-2,0,1,0
6,29,4,1,341,75,4,21,4,340,72,1,4489,2928,7210,8,1,0,0,0
5,28,4,0,375,80,6,34,8,337,75,1,3827,2091,7085,3,-2,0,2,0
6,155,7,1,382,73,4,30,5,337,100,1,3094,1773,14943,8,-1,1,-1,0
2,41,11,0,333,72,6,136,10,380,104,0,-3500,-2128,3638,1,1,0,-3,0
3,22,8,1,378,89,4,28,6,388,77,0,-2418,-2187,-572,-4,-1,-1,-1,0
4,20,9,0,379,82,5,26,5,378,110,0,-1527,-1240,-620,-2,-2,0,-1,0
0,29,9,0,342,92,4,24,3,354,99,0,-8399,-5209,-9681,-15,-2,0,-2,0
0,26,4,1,384,108,1,26,10,321,76,0,8037,6605,8105,9,0,0,2,0
5,34,6,1,388,92,2,30,10,323,87,1,7760,5511,4025,12,2,0,3,0
6,42,6,1,357,82,3,27,2,337,94,1,2584,4309,3424,6,2,0,1,0
8,35,4,1,362,78,1,25,4,350,90,1,3263,2612,11883,9,0,0,1,0
2,60,9,1,345,86,3,86,4,410,98,0,-6776,-3945,-4134,-10,0,0,-2,0
6,200,11,1,323,85,1,31,8,339,89,1,5889,2879,9397,14,0,1,2,0
1,29,3,1,345,96,2,33,10,374,88,1,2786,1187,9431,2,-2,0,1,0
4,37,3,1,384,104,0,23,10,319,94,1,8217,3373,12201,9,0,0,1,0
3,19,12,0,304,80,4,132,4,366,88,0,-9903,-6558,-9786,-10,2,0,-4,0
4,29,7,1,355,94,2,28,7,308,86,1,5338,2147,18769,5,-1,1,2,0
2,25,10,0,376,89,4,24,7,361,98,0,-4112,-3218,-6231,-11,0,0,-1,0
3,40,9,0,394,91,6,26,2,384,95,0,-1666,156,-4131,-4,0,0,-1,0
4,27,9,1,347,68,1,41,13,339,104,0,-1448,-1590,-1171,-5,0,0,-3,0
4,38,0,1,368,120,8,27,16,307,67,1,16144,10055,21328,27,2,0,4,0
4,28,5,0,341,93,4,46,2,385,82,1,-5144,-3721,-5287,-10,1,0,-1,0
1,26,6,1,353,92,4,42,3,357,76,0,882,1321,1400,-2,1,0,0,0
3,22,5,0,376,104,3,32,6,347,88,1,1441,1337,6552,0,0,0,0,0
6,41,5,1,353,59,4,31,12,348,93,1,6191,4605,6221,10,1,0,2,0
4,27,8,0,351,88,5,200,5,384,86,0,-5030,-4632,-6398,-14,-1,0,-1,0
1,25,6,0,323,102,1,34,8,352,86,0,-4206,-2242,-9605,-13,-2,0,0,0
4,27,3,0,360,82,5,37,1,369,80,0,-1350,-75,-7247,-2,2,-1,0,0
5,34,6,1,324,76,4,26,5,301,82,1,873,829,8381,5,-2,0,-1,0
3,94,1,0,349,112,3,30,10,317,92,1,5017,3303,11751,3,0,0,2,0
3,24,6,0,340,80,2,30,5,346,88,0,-4191,-3809,-4133,-9,2,0,-1,0
5,155,5,0,384,90,5,42,2,404,112,0,-3587,-3167,-419,-7,0,0,0,0
6,30,12,0,289,83,2,31,5,368,110,0,-12675,-8341,-27312,-20,-2,0,-3,0
2,25,5,0,335,88,4,26,2,414,92,0,-4931,-3972,-3604,-7,1,0,-2,0
6,27,5,1,375,106,4,41,8,389,78,0,3471,1246,186,4,0,0,1,0
2,21,6,0,350,98,4,23,5,373,90,0,-5058,-3654,-15289,-11,-2,0,-1,0
5,25,10,0,359,79,3,98,2,332,84,0,-5754,-3577,-9737,-11,-1,0,-2,0
5,25,8,0,307,86,3,27,4,364,86,0,-1960,-1752,-8242,2,-2,-1,-1,0
7,30,10,1,333,76,6,32,6,356,82,0,-1801,-1359,-7794,0,0,0,-2,0
9,99,8,0,323,72,5,28,6,341,104,1,247,-501,3927,5,2,-1,-1,0
10,46,7,0,290,86,1,58,5,385,104,0,-8881,-6115,-13403,-12,-1,0,-1,0
5,25,5,1,342,86,1,28,7,352,110,0,1627,-1601,5229,1,-2,0,0,0
3,25,7,0,375,96,5,25,5,377,80,0,-2492,-2273,-8441,-12,-2,0,-1,0
3,25,6,1,327,78,4,24,6,360,78,1,607,1307,2223,5,0,0,-1,0
8,46,1,0,353,83,6,27,6,343,75,1,-363,1745,1091,-2,-1,0,1,0
3,31,5,1,371,72,1,14,2,307,112,1,5322,2339,5511,4,2,0,-1,0
4,73,7,0,320,87,4,20,9,350,68,1,1693,1827,7952,4,1,0,2,0
6,73,4,1,350,80,2,34,12,354,76,1,6591,2695,7598,13,0,0,3,0
4,28,9,1,337,73,7,30,10,331,124,0,-3545,-2355,-8239,-8,-2,0,2,0
4,134,11,0,272,84,8,38,3,341,64,0,-5112,-3647,-5277,-8,-1,0,-1,0
5,28,5,0,353,103,4,31,6,350,61,0,-2671,-929,2185,-6,1,0,-1,0
1,52,7,0,349,79,3,124,2,338,99,0,-4277,-4342,-7758,-15,-2,1,0,0
5,32,6,1,375,98,3,22,5,393,110,0,-3865,-3168,-13781,-4,1,-1,-1,0
5,24,14,1,390,84,3,26,3,387,120,0,-5220,-2399,-2830,-2,0,-1,-3,0
10,62,7,1,393,84,2,23,5,315,92,1,9264,5797,10169,10,-1,0,1,0
1,29,10,0,367,86,4,23,7,384,98,1,5447,775,1060,8,1,0,0,0
5,32,4,1,382,133,5,41,3,386,72,1,6019,3598,6394,5,0,0,1,0
7,35,10,0,311,77,7,36,4,369,89,0,-12310,-6572,-22574,-19,-1,-1,-4,0
1,33,2,0,392,96,5,39,11,401,100,1,1938,-78,4594,0,2,1,2,0
0,22,14,0,355,72,7,31,8,361,80,0,-4828,-1710,-13963,-12,-2,0,-2,0
5,27,5,1,376,90,2,27,4,328,74,1,4211,2619,6360,8,1,0,-1,0
4,30,5,0,341,69,3,29,6,362,74,0,-3969,-2891,-3776,-7,2,0,-1,0
3,27,2,0,332,106,10,33,5,323,77,0,2762,1946,6701,5,1,0,0,0
7,26,3,0,374,110,2,41,6,328,82,1,2949,4111,-3348,6,1,0,0,0
3,200,2,1,375,90,6,32,9,368,73,1,4631,3907,15879,4,2,0,1,0
2,56,8,0,332,86,9,66,4,407,102,0,-5970,-4131,-1024,-6,-1,0,-1,0
7,41,7,0,314,76,4,22,9,322,92,1,1122,281,12055,6,2,0,-2,0
6,29,9,0,352,98,4,29,4,347,94,0,-520,1553,-2617,3,2,1,-1,0
5,26,7,0,387,93,4,39,10,367,84,0,2534,2636,11187,4,0,0,0,0
7,28,4,0,339,74,7,29,2,375,74,0,-900,-651,-7089,2,-1,1,0,0
7,39,5,1,377,92,1,18,7,348,84,1,7099,4352,13059,13,0,0,-1,0
1,39,2,0,332,74,4,200,9,333,78,1,-2120,-3107,-3902,0,-2,0,-2,0
3,29,3,1,377,82,4,61,6,357,88,0,204,-1517,359,-2,-2,0,0,0
2,32,7,1,365,74,4,27,2,363,106,0,482,-922,1982,1,-1,0,1,0
1,46,6,0,341,92,1,22,6,359,106,0,-1894,-2009,-798,-6,1,0,0,0
4,39,2,1,380,108,3,27,14,328,67,1,7151,3570,3567,10,0,1,4,0
0,37,6,0,371,100,2,55,3,371,89,0,-5918,-3771,-5582,-12,1,0,0,0
2,29,4,1,398,84,3,25,0,339,80,1,5402,3884,9503,11,-1,0,0,0
2,27,6,1,398,93,6,32,2,386,118,0,854,-51,7768,4,0,0,1,0
1,57,7,0,364,97,3,144,5,346,86,0,-3926,-2957,-7986,-8,-1,0,-1,0
0,25,7,0,368,68,6,30,2,397,90,0,-5907,-5132,-19573,-10,-2,0,-1,0
4,27,7,0,364,92,4,24,6,348,75,0,979,270,6317,1,1,0,0,0
2,24,4,0,357,89,8,60,3,334,106,0,-4011,-1418,-1449,-9,0,0,-1,0
2,92,7,0,359,108,2,57,5,338,66,1,3259,2964,5996,2,0,0,1,0
4,29,9,1,340,85,5,28,2,383,86,1,-1480,1430,-5935,1,0,1,-1,0
2,34,8,0,339,102,5,31,4,348,76,1,1566,-74,3467,-2,0,0,1,0
1,31,7,0,324,83,2,25,7,334,82,1,2435,1961,8807,1,-2,1,2,0
8,25,5,1,358,85,5,31,4,370,98,1,1036,290,6225,6,0,0,-1,0
1,57,11,1,330,64,4,34,2,393,132,0,-10795,-9047,-10385,-12,-2,-1,-4,0
4,55,2,0,365,94,7,31,10,329,79,1,5747,4103,2989,5,-1,0,1,0
3,25,5,0,349,112,3,29,7,384,103,1,1807,1207,-1249,6,1,-1,1,0
6,33,2,1,333,79,1,38,11,362,72,0,5255,1542,1668,7,1,0,2,0
4,22,5,0,365,78,2,29,7,356,76,1,1542,966,1519,6,2,0,0,0
5,33,9,0,368,76,2,29,10,322,94,1,-1411,-2276,-2077,-5,0,0,0,0
4,24,6,0,369,78,6,33,6,358,78,1,-5494,-1866,-8096,-9,2,0,-1,0
7,32,3,1,351,94,4,30,10,298,66,1,6315,4297,3946,8,0,1,1,0
2,24,2,1,395,100,2,26,5,369,100,1,3254,2448,-2263,4,0,0,1,0
5,28,7,1,339,83,6,28,1,402,92,0,-5524,-2534,-5082,-5,0,0,-2,0
6,28,2,1,382,126,5,28,1,382,81,1,3463,3442,3015,6,-2,1,0,0
6,22,6,0,350,66,3,78,8,323,96,0,-3956,-905,-11972,-5,0,0,-1,0
4,30,5,0,373,54,3,30,7,368,106,0,-545,388,-586,1,-2,0,1,0
4,30,12,1,317,110,2,24,5,372,66,0,-1048,842,1350,-2,-1,0,-1,0
6,40,5,1,361,116,1,96,7,350,82,1,7824,5905,9717,12,2,0,0,0
9,44,1,1,362,89,1,37,16,297,80,1,8087,4904,7025,15,1,0,3,0
2,28,12,0,276,88,2,29,2,391,100,0,-13346,-9836,-24690,-17,-2,0,-4,0
3,28,3,1,372,94,5,25,5,393,103,0,-1801,-577,-1134,-2,-1,0,0,0
2,32,1,1,381,105,5,27,3,372,102,1,2779,888,-80,3,-2,0,0,0
3,164,4,0,374,111,2,29,8,360,92,0,252,230,4223,-3,-2,1,1,0
4,28,8,1,367,94,0,32,4,356,72,1,2841,2509,5435,10,1,0,-1,0
5,25,7,1,401,75,3,142,5,366,65,1,6330,2470,4610,11,-1,1,-1,0
3,28,3,0,410,89,3,26,9,345,112,1,5019,935,5640,2,2,-1,-2,0
4,18,12,0,328,82,3,24,2,359,98,0,-1935,-1279,-4403,1,-2,0,-2,0
4,42,8,1,360,92,5,24,8,361,100,0,-4617,-2618,-6705,-3,-2,0,-2,0
3,41,1,1,402,114,3,27,6,355,70,1,3630,3026,4679,2,0,0,1,0
5,55,7,1,348,87,5,74,6,367,110,1,871,-458,3521,6,0,0,-2,0
3,25,7,1,338,85,4,31,10,345,94,1,5242,2788,7488,15,1,0,1,0
3,24,8,1,363,84,4,26,4,378,95,1,5570,1998,6279,13,0,1,1,0
8,42,8,0,376,84,3,26,3,371,120,0,-6371,-3934,-4573,-10,-2,0,-2,0
1,27,4,1,375,88,5,89,8,382,82,1,2307,-675,-2045,1,1,0,0,0
6,32,9,0,381,85,2,24,4,404,106,0,-4276,-1550,4302,-1,0,0,-2,0
2,22,5,0,378,119,1,28,17,378,100,1,6296,4084,-4117,9,1,1,1,0
4,23,8,0,365,56,4,40,9,363,91,0,-3723,-4097,-6123,-9,-1,0,-1,0
4,23,7,0,352,93,6,36,5,342,93,0,-6868,-3316,-2867,-12,0,1,-2,0
0,19,6,1,376,83,2,28,11,379,51,0,935,2222,2094,1,-1,0,1,0
2,200,5,1,380,92,4,33,6,343,104,0,-1813,-2167,-3844,-7,-2,-1,0,0
1,16,11,0,332,71,3,26,3,394,120,0,-10362,-8738,-13024,-15,-2,0,-3,0
4,32,5,0,356,96,2,45,3,350,92,0,561,1915,4196,0,0,1,0,0
6,32,5,1,346,82,5,29,6,350,74,1,-805,-1412,7274,0,-1,0,-1,0
6,66,5,1,345,87,6,28,6,294,97,1,-1274,258,1793,-4,0,0,-1,0
1,23,6,0,360,95,6,24,6,372,116,1,1238,1565,-2599,8,0,0,-1,0
1,25,5,1,374,98,1,25,4,342,87,1,3278,1522,7984,5,0,0,-1,0
4,44,10,0,293,73,3,90,4,376,100,0,-7341,-6105,3177,-7,-2,0,-3,0
3,25,12,0,334,100,4,30,5,390,87,0,-3234,412,326,3,-1,0,-4,0
8,30,11,0,330,95,6,32,6,384,100,0,-6312,-2258,-11119,-7,-2,0,-3,0
8,43,3,0,383,92,6,115,9,365,108,1,749,-2342,-8638,-3,0,0,0,0
