blueTeamTotalGold,redTeamTotalGold,blueWin
25621,27604,0
24788,27057,1
26677,30916,1
29103,26676,1
27732,29377,1
24734,28512,1
29394,25463,1
25431,31394,1
28081,28602,0
26934,30252,0
35544,24932,1
29215,28160,1
30315,28968,0
27704,26418,1
26358,29565,0
27059,34104,0
23501,27279,0
26946,28144,0
31418,28023,1
27379,29592,1
25948,28162,0
26043,27750,0
28773,29464,1
26287,26593,0
29111,29205,1
25054,27440,1
32408,27700,1
29514,25125,1
25532,30687,0
27718,27332,1
29760,26431,1
27456,28139,0
28885,29919,1
26690,27615,1
24324,28639,0
33370,25863,1
31212,33376,1
27757,30748,1
29557,26298,1
27609,27253,1
26094,24439,1
28937,28067,1
33145,29197,1
29859,28331,0
28488,25266,1
26450,27915,0
28962,31231,0
27376,27258,0
24962,27020,1
23980,28360,0
28969,24676,1
25297,26874,1
28207,23857,1
28307,25376,1
30217,28200,0
24665,25818,1
21115,29782,0
22344,26133,0
26381,26770,0
27990,28301,0
28977,22929,1
34868,24227,1
26848,29109,0
29845,24155,1
25081,29309,0
30028,28886,1
28206,28089,0
29490,28418,0
30015,25926,1
30478,26190,1
28440,29956,0
27711,26199,1
30314,27396,1
27338,28474,0
27247,29126,0
29944,27824,1
29596,27203,1
24119,28724,1
33737,25221,1
31331,26451,0
26705,35537,0
27178,24903,1
26012,25387,0
34745,29000,1
28341,25315,1
25987,24909,1
24776,27615,1
26239,30530,0
26290,35361,0
27461,23932,1
30695,21563,1
24946,29185,0
25891,29516,0
25565,26291,0
28597,28442,0
28928,31937,0
30847,26876,1
23773,30721,0
28157,28250,0
25906,27390,0
30330,31272,0
25138,28830,1
28490,29727,1
27974,24244,0
30281,29136,1
24734,34688,0
26576,25712,1
26665,26570,0
24562,27551,0
30843,22527,1
23085,29075,0
26589,31145,0
29146,30431,0
28894,30440,0
30928,30092,0
32326,25297,1
31121,27201,1
29206,28765,1
30356,27428,1
27822,22038,1
27513,26060,1
23509,29940,0
28393,28200,1
28773,31260,1
27901,24383,1
22646,26468,1
32763,28979,1
24163,30004,0
25672,28428,0
19913,31745,0
29022,26062,0
25620,35397,0
33460,25767,1
31119,26597,1
27456,33044,0
28196,29764,0
31254,27606,1
30946,24001,1
28947,32399,0
26238,30898,0
29972,25388,1
26058,26788,1
30117,27991,1
32972,25400,1
26574,33693,0
29093,26628,1
26551,24291,0
26227,26215,0
28730,26284,1
28032,29638,0
28354,28753,1
21553,31375,0
31731,24424,1
26453,30610,1
27116,29679,0
26158,29728,0
29428,30805,0
27886,27187,1
30158,27460,1
26201,26322,0
27966,26760,1
30295,25359,1
33759,28013,1
33632,26663,1
28002,22517,1
26831,30348,0
28347,27166,1
27203,30311,1
28641,26362,1
33935,28393,1
36222,29544,1
27369,28184,1
28119,26581,0
28823,29356,1
29647,26821,1
26033,28075,0
31851,28530,0
26167,30960,0
27757,23389,1
23663,27354,0
27732,28027,0
29234,27460,1
26944,29222,1
27541,27398,0
24981,28105,0
28329,28773,0
26567,27208,1
22836,26868,0
28504,25527,1
27493,30245,0
27681,26781,0
30527,23722,1
26229,27542,1
24535,26307,0
23882,27062,1
27303,27783,0
29512,25354,1
24546,26845,1
28615,27970,0
29581,25518,1
25826,29326,0
30202,25867,1
31238,23621,1
28862,31580,0
25955,26550,1
31924,27791,1
29479,23756,1
26964,29947,0
27048,26576,1
25220,30479,1
28559,29146,0
23188,26920,1
26565,31794,0
24933,29022,0
29915,25634,0
28780,26838,1
29480,29340,1
27811,25910,1
26809,28126,0
24772,27576,0
17719,33474,0
26705,27376,1
28713,29262,1
25326,32908,1
26255,28257,0
27517,28934,1
23707,28139,1
26625,29544,1
25653,28335,0
25211,25829,1
30613,25540,1
30791,25284,1
25667,33853,0
28545,25890,1
30068,26351,0
26162,24303,1
25702,27284,0
24608,26967,0
30138,26987,1
28490,29113,1
29064,26087,1
25392,27757,0
25572,34922,0
29301,23642,1
27236,27925,0
26609,26520,0
30991,32349,0
27301,29313,0
29162,27284,1
22714,29394,0
28099,25526,0
25524,28528,0
30184,25818,0
26979,25813,1
30704,24203,1
23780,30648,0
28606,25054,1
31475,26069,1
27226,27600,0
25875,26787,0
27475,24062,1
25465,30846,1
26012,26054,0
32831,28469,0
28038,25365,1
24651,31597,0
25952,23554,0
28118,28376,1
29870,29204,1
26579,29066,0
30094,22397,1
20710,32617,0
29309,25664,1
30403,25248,1
36720,27712,1
23870,29617,0
25499,27743,1
26982,27696,1
28646,27862,0
25207,27340,0
27049,26590,1
27892,30165,1
31105,28510,1
23486,29159,0
30447,25014,1
26023,28805,0
26024,27090,1
32315,26323,1
31678,24792,1
24601,27300,0
24779,27584,0
26471,28940,0
24610,26339,0
28257,23791,0
31824,23163,1
25821,34614,0
28491,29448,1
31911,24439,1
32844,28772,1
26021,22551,1
22873,30395,0
27561,25601,1
27634,33800,0
31556,23981,1
27475,22761,0
26332,28609,1
31566,25632,1
24855,28951,0
26483,25395,0
24927,27612,1
29117,27901,0
27465,29823,0
31522,28780,1
26199,27849,0
28030,24957,0
24822,30193,0
25454,31670,0
29701,23813,1
28484,30887,1
26974,27447,0
29055,26861,1
29313,23507,1
25357,29340,0
26056,24304,1
26983,24035,1
26678,29007,0
26378,26230,0
24151,27162,0
23903,33034,0
28057,32700,0
25787,24352,0
31948,26339,1
25172,30039,0
22357,28453,0
27386,33243,0
23566,28677,1
30949,28929,1
26218,27370,0
26508,25199,1
24289,34812,0
26358,26782,0
26882,24119,1
30052,29312,1
26503,30761,1
28174,27063,0
29054,27455,1
26548,28190,0
24170,30096,0
28384,28658,0
26595,29080,0
29348,28173,1
24128,28665,1
28242,28774,0
30192,26085,1
28418,23985,1
27612,26747,1
30355,26553,0
22910,24933,1
25336,27080,0
22605,28323,0
22852,31327,0
28757,26918,0
25831,29741,0
31259,23929,1
29986,22552,1
27428,28547,0
27571,26198,0
25362,27474,0
26583,27080,0
24171,24419,0
26363,27386,0
25818,26713,0
27965,30263,1
27134,30672,1
34038,29721,1
24287,34872,0
25288,25464,1
30291,29030,0
26319,28484,1
24692,30554,0
31170,26097,1
26850,28333,0
26700,35379,0
28151,23696,0
25947,31719,0
31052,26178,1
25677,28251,0
22977,30987,0
30489,25578,1
26146,30930,0
28021,26478,1
28497,27464,0
26363,28180,0
32316,27784,0
26262,30419,0
29900,28891,0
27031,27419,0
23503,31379,0
26735,27919,0
24581,26828,0
27898,30393,1
31664,26524,1
27845,24774,0
28018,30579,0
21700,30631,0
27668,27473,1
28407,22162,1
29059,27915,1
24120,28999,0
23067,28532,0
27808,26941,0
27770,23677,1
26751,29453,0
30836,24423,1
31208,27453,1
24070,27649,1
25100,28934,0
27241,27456,0
25227,26272,1
26024,28761,1
28665,23949,1
29758,29954,1
26029,27774,0
25444,27173,1
26175,27370,0
31538,28634,1
30007,26908,1
28862,26936,1
26384,29331,0
28580,25004,1
27209,24973,1
29462,32212,1
24079,30532,0
30172,25548,0
30613,24831,1
32864,25260,1
33538,25826,1
28786,25433,1
31558,28817,0
29080,31721,0
29833,28307,0
23639,30175,0
26580,27744,1
24657,34109,0
31655,26947,1
28054,28768,1
25461,31289,0
29647,27477,0
28703,31992,0
30551,29177,0
25952,26388,0
26298,26221,0
28031,30852,1
30012,27095,0
32375,25041,1
25179,37182,0
26731,26088,0
25962,28242,0
27393,25501,1
27786,32309,0
25475,28468,1
25880,31747,0
24753,30550,0
26822,25821,0
25211,27666,0
27135,28914,0
30798,25685,1
33165,28282,1
26112,32220,0
28608,25223,1
26954,29680,0
26591,27061,1
25901,29111,0
28118,25348,1
27220,25214,0
26453,28125,0
23515,27838,0
34245,25922,1
34583,20220,1
35228,26308,1
27753,27187,0
26701,23004,0
27646,29662,0
26035,24706,1
26241,26059,1
25598,29026,0
32528,21876,1
25199,28766,0
23113,27733,0
26374,28698,1
28322,32733,0
25140,23872,0
28527,27786,1
24194,30709,0
25921,27983,0
29226,27767,0
28843,27145,1
26087,25912,0
34514,25130,1
27244,26338,0
26747,27477,0
29059,27157,1
34189,27769,1
27481,24553,1
24519,26211,0
28649,26803,0
27735,26230,0
28486,23666,1
26160,27366,0
28372,28317,0
27929,29409,0
29810,26112,1
26432,30129,0
26697,24473,1
25672,24685,0
28508,28113,0
24396,24604,1
28516,25338,1
24199,28664,0
24104,29939,0
31286,31093,1
23817,29833,0
27672,26494,0
29831,24833,1
28080,24701,1
28868,25191,1
25151,22235,1
27371,28642,0
26517,28440,0
27389,26514,1
22103,29985,0
28275,30447,1
26424,29098,0
30588,25388,1
27499,24988,1
26197,25765,0
23800,29560,0
27691,29779,1
24636,29101,0
30097,25306,1
33542,27499,1
23540,27736,0
27082,25932,1
24088,26895,1
31121,24355,1
21570,32226,0
25919,31601,0
30554,30612,0
29353,24847,1
26187,27399,0
28263,26682,1
25890,24760,1
30472,26728,0
28533,26472,1
29595,30788,0
24714,25310,1
27846,25493,1
25907,28610,0
25655,34089,0
29665,27866,1
24542,25795,0
25071,28847,0
25905,26045,0
32768,25031,1
25626,23181,1
25866,26024,0
25181,28090,0
27242,27059,0
30472,24173,0
29158,28117,0
27535,27631,0
25440,27841,0
25767,30561,0
28783,30313,0
27238,28319,0
27790,26298,1
26631,25966,1
31203,25926,1
29762,27049,1
25082,28913,0
26584,27118,0
30432,23001,1
25733,23469,1
27665,23418,1
29723,25472,1
28416,28311,0
25855,32988,1
32100,21920,1
30867,23375,1
30388,26427,1
29000,30353,1
26939,28261,0
30486,24790,1
26763,27273,1
29372,29896,0
27737,24735,0
29884,25176,0
29956,25751,1
25153,28347,0
29194,28590,0
28725,27050,1
28272,27295,0
30535,25687,1
30381,25168,1
32609,22771,1
28492,31906,0
27382,30398,1
28209,23791,1
30230,24207,1
29986,26446,1
27764,26274,1
28274,25271,1
25342,29428,0
26994,30747,1
24642,31756,0
29573,24087,1
28304,27294,1
25973,29743,0
27402,24444,1
30001,28223,1
27559,26409,0
22633,32498,0
28167,29297,0
32185,28361,1
27047,27886,1
29126,28911,0
30680,24827,1
26739,27319,0
33252,26383,1
22854,28241,0
29179,26069,0
26619,27306,1
30485,32681,1
29660,27833,0
25425,29727,0
28522,30216,0
29431,30185,0
29470,23939,1
25565,25515,1
31117,21396,1
22800,30929,0
24980,26639,0
28052,27377,0
26467,26937,1
24725,25500,1
27964,26225,0
26497,25737,1
27270,27184,1
20750,30178,0
28523,27558,0
26336,27980,0
22528,28231,0
29349,29458,0
27943,28636,1
26943,27560,1
26412,26944,1
26421,23825,1
23347,25566,1
28623,28361,1
28892,29726,0
27855,29425,1
25464,25831,0
27150,23959,0
26557,31407,1
26985,28275,0
25415,23159,0
26800,28576,0
30054,27125,0
26711,31083,0
29279,24768,1
25837,29338,0
33834,27662,0
31377,28057,1
23046,29088,0
24045,28770,0
22996,29907,0
27725,27250,1
27750,30551,0
27937,26254,0
25075,29540,0
30584,25774,1
29927,28970,1
26241,28515,0
25448,27831,1
28544,28691,0
24228,26440,0
33385,28570,1
26037,31076,0
22332,28763,0
28823,26791,1
29661,27564,1
26060,29385,1
26119,25085,1
27334,26914,1
28079,25970,1
25919,27488,0
21571,30350,0
23959,29050,0
25328,25145,1
32193,27585,1
29033,28893,1
25391,25677,0
27747,29596,0
22639,30548,0
30750,27410,1
26244,25931,1
26579,28664,0
30781,28710,1
30263,30753,1
25704,30000,1
30190,27315,0
25113,28244,0
26544,28037,0
26886,29492,1
25935,27506,0
26770,29106,1
33928,24290,1
27303,27667,1
29400,24540,1
24602,24057,0
31739,27212,1
32426,25594,1
32152,29062,1
33243,26482,1
24780,26425,0
28463,25324,0
30502,27475,1
29004,22313,1
26255,27475,0
28162,26954,0
30145,29819,0
28542,28764,0
29649,30297,1
28754,26313,1
34546,24371,1
28604,26583,1
33705,23951,1
28529,28070,0
31807,24441,1
29723,27429,0
29737,29734,0
29576,27089,1
28132,26371,1
32094,26475,1
26038,27759,0
28865,28849,0
27923,29007,1
24701,33261,0
28331,28867,1
31737,26173,1
26253,26670,0
25082,29279,0
25223,29100,0
25540,34755,0
27355,28923,0
25305,32193,0
25908,27557,0
27960,25913,0
28893,28534,1
30228,25254,0
29100,30503,0
27207,29675,0
26151,25231,1
26656,24737,1
29521,29737,0
25687,29955,0
24604,31158,0
24234,31984,0
26830,25719,0
29195,29452,1
26215,27873,0
30227,24954,0
29284,31821,1
29472,27810,1
24192,25818,0
26910,29898,0
24583,26712,0
28907,28425,1
26061,28933,0
27014,25591,1
26430,27289,0
29719,26149,1
27754,28335,0
30092,29457,0
29414,26167,0
28715,28158,0
27691,25056,0
27250,27978,0
24903,31631,0
25218,25582,1
30375,30519,0
25315,26625,1
25328,27976,0
28812,23141,1
29375,26637,1
26498,35458,0
29009,25159,1
23048,28657,0
31276,30058,1
24579,31530,0
26155,27761,0
28732,26015,1
29800,28096,0
29513,30341,1
25778,30756,0
24204,34571,0
25177,28283,0
31616,25501,1
28093,29334,1
24076,27602,1
27515,29549,1
25311,32541,0
26408,28018,0
25186,26917,0
27690,24393,1
28844,26405,1
28455,25743,1
30090,25547,1
25589,26050,1
24361,28069,0
30027,24077,1
32206,27093,1
27348,30161,1
25326,33681,0
31394,25095,1
31912,29038,1
25135,26635,1
35310,27984,1
27899,28151,0
24295,30745,0
28253,25159,1
24322,23378,1
30355,23360,1
29846,25233,1
25610,30864,0
31708,23943,1
27607,31224,0
24585,28016,0
27043,32684,0
31136,26684,1
31935,22390,1
30211,24279,1
27547,27834,1
26923,29891,0
26017,25666,1
24406,29678,1
24853,28168,0
26044,28014,1
25180,32091,1
24222,29260,0
23874,24001,0
26846,25717,1
26406,33440,0
27778,27840,1
27421,22555,1
24428,25666,0
29486,28085,1
24981,29935,0
25770,25337,0
33120,26264,1
28202,25707,1
24202,34658,1
29754,28559,0
23176,32757,0
25065,31241,0
30278,27040,1
24428,27911,0
26752,28282,0
25433,26080,0
28107,26377,0
22751,25730,0
27388,25589,0
29878,25127,1
21163,33616,0
28427,22943,0
31618,27266,1
29447,23960,1
26962,29736,0
26902,26110,0
28396,24512,1
24885,30290,0
27937,27807,1
28255,25809,0
28041,24032,1
26793,26435,1
24645,26151,0
27456,25062,1
25819,27318,1
28946,27305,1
27880,24349,1
23136,28952,0
28650,25968,0
29057,25268,1
27424,23584,1
27114,28755,0
25697,29446,0
27787,26266,1
26618,28142,0
24738,25514,1
29835,26031,1
24709,28342,0
32120,26785,1
27235,28021,1
27602,26828,1
26620,30389,0
24610,32109,0
28398,25241,0
24423,29826,0
29903,29831,0
24966,26872,0
23978,27318,0
26806,25860,0
30927,27099,1
23011,29444,0
29666,25685,1
26865,27325,1
26452,30446,0
26251,24938,1
30932,29437,1
31528,29356,1
27260,25244,1
29405,28570,0
32130,24862,0
28641,28967,1
24010,29190,0
30866,26171,1
24923,28969,0
32787,26783,1
25563,30276,0
28810,25113,1
29023,28553,1
26000,25148,1
23057,23701,1
21210,29045,0
27830,27806,1
23843,31199,0
25707,30377,0
28180,27150,1
25420,33112,0
27983,27524,1
27879,25537,0
24810,27600,1
25629,26580,1
26988,29993,0
29794,27432,0
30501,25852,1
29184,21164,1
26997,28445,1
28119,30806,0
29253,27806,1
25436,26494,0
27400,27156,0
27908,29761,1
26690,29760,0
27403,23602,1
27454,25822,1
30028,21727,1
33078,25822,1
29610,23854,1
29623,24546,1
25925,23790,1
26595,27521,1
24867,27938,1
32487,29555,1
30539,23717,1
27596,24399,0
26993,25919,1
27388,36731,0
33809,29523,1
27987,30546,0
30477,25836,1
32519,25379,1
31808,24958,1
31256,27869,1
27149,29934,0
28325,24326,1
25125,27517,0
24724,26030,0
25958,30702,0
31661,30884,1
25633,28463,1
25904,28568,0
30234,23988,1
24674,26987,0
28039,25722,0
22658,32362,0
29643,23912,1
22004,28842,0
25930,24182,0
26171,25574,0
28623,28854,0
27146,30236,0
24451,26786,1
29785,28013,1
26534,26816,0
29127,29991,0
28273,24807,1
27895,27074,0
33593,27048,1
28560,29042,1
26002,27553,0
23403,29013,1
27320,31345,0
25850,27086,0
26769,30384,1
20848,32435,0
30833,24487,1
29208,33919,0
29398,28174,1
28301,26916,1
32913,23477,1
25215,26108,0
25667,23213,1
24996,24967,1
27791,26489,1
27729,24496,0
26078,29667,1
27018,23297,1
27669,27343,0
24190,23206,1
24182,32265,1
28401,26885,1
24120,27478,0
25269,26789,0
28497,26587,1
27187,27210,1
29536,28997,1
26593,25008,1
27969,30215,0
25975,28983,0
24289,24290,1
27964,28525,0
26770,32289,1
28536,33136,0
25039,29579,0
22087,24563,1
22505,25819,0
25637,33627,0
23960,25710,0
27307,31502,0
28112,27353,0
25297,30012,0
25391,28433,0
26087,30005,0
26399,28731,0
27962,30298,1
31847,23852,1
26278,27645,1
27481,24407,1
27154,25745,0
25656,25313,0
27995,28505,0
23481,26709,0
27916,29073,1
30771,25933,1
26697,26346,1
28626,26374,0
28908,25871,1
26419,25319,0
26937,28665,1
31180,28299,0
28671,28480,0
27213,29131,1
26475,28219,1
25814,31197,0
28065,27155,1
27512,29209,1
27623,26125,1
26685,29053,1
25997,27132,1
33405,25572,1
31421,26332,1
23971,27523,0
25534,30161,0
29286,32171,0
29147,29624,0
32749,25961,1
25798,28033,1
26239,31806,0
27477,29479,1
27630,26499,1
29701,30588,0
22677,24644,1
28601,26954,1
28973,25273,1
27140,27669,1
28239,26164,1
26989,30187,1
20172,31961,0
27349,28647,0
25803,31081,0
25272,27433,0
25633,28967,0
37472,20845,1
27075,30567,0
27902,30239,0
27592,28059,0
23520,33028,0
26889,27313,0
27681,29875,0
30477,24117,0
29206,26828,1
28225,30764,0
27956,28668,1
29684,23957,1
27727,23123,0
31240,27261,1
28171,27997,1
24517,29896,1
25697,29912,0
26402,24994,1
23436,27424,0
29381,29561,0
31724,29420,0
26468,28398,0
30984,22830,1
31249,24019,1
28983,31215,0
26037,26891,0
23878,32680,0
28441,25937,1
24845,34731,0
28879,25381,0
26428,25684,1
28128,29046,1
26694,27881,0
26735,24174,1
31247,25615,1
26217,35610,0
26059,24352,1
23899,33332,0
31945,28043,0
30854,23655,1
23360,27717,0
28914,25065,1
26248,25811,1
26151,29258,1
27521,27653,0
25191,26905,1
29734,26414,1
29150,27323,1
29927,23859,1
29827,24522,1
29763,25494,1
25148,29245,1
28631,24668,1
26429,30116,1
27841,24813,1
26542,28259,0
26556,29376,0
28860,26965,0
30103,25862,0
29130,26843,1
28011,26512,0
27328,26989,1
26334,24401,0
29727,26082,1
24813,26811,0
26266,23296,1
29673,28224,1
23472,26306,0
27461,26561,1
29515,24338,1
30321,24057,1
28083,31096,0
29524,25074,1
26712,24451,0
27388,25700,1
28905,23842,1
29562,25191,0
24640,31741,0
25287,27279,0
27978,26123,1
26774,31479,0
29924,27926,1
24649,30351,0
26249,31798,0
26194,23809,1
25513,26117,1
32386,26129,1
23493,31502,1
27030,27657,0
24267,28344,0
33556,24338,1
25106,26910,0
28060,28851,1
27145,28203,0
23536,30894,0
26158,27851,0
26136,27389,0
29881,26826,1
25846,25921,0
25319,24671,1
29146,25001,1
23470,27997,0
30312,25651,1
31665,34471,0
28913,25739,1
25706,28599,0
30290,26791,1
26141,27290,0
22867,32250,0
27817,25419,0
31158,25423,1
29690,23602,1
30517,29149,1
26101,31933,1
26458,25268,1
26764,24803,1
26529,29093,1
28349,29154,1
30558,28802,0
26987,32073,0
30156,24076,0
30635,22744,1
33693,28769,1
25100,29607,0
30854,33323,0
29622,31147,0
29959,24104,0
27377,25777,0
32115,26682,1
25414,28183,0
26839,27810,0
28154,31646,0
23502,28765,0
27584,27356,1
28892,26296,1
24269,26516,1
29516,24061,1
28829,29499,0
32421,24091,1
26151,25878,0
24367,28236,1
30197,26331,1
29895,26846,0
24325,28965,0
26875,30960,0
24109,27363,0
32961,25825,1
28287,26533,1
25665,26488,1
25468,29842,1
26794,27691,0
28257,30325,0
27218,31446,0
29228,25266,1
28571,28733,1
27377,26044,0
26462,26906,0
29491,25340,1
26021,29142,1
25209,27020,1
31141,24366,1
27017,31750,0
25382,29013,0
27887,26292,0
23902,29017,0
25654,24471,1
28049,22396,1
28349,23930,1
26841,27269,0
27287,27448,0
29794,26554,0
27394,27694,0
29447,23987,1
24584,24545,0
31112,23407,1
22162,32219,0
27527,23428,1
24490,23661,1
26218,31677,0
23389,34378,0
24924,30613,0
27952,28620,0
28753,27111,1
26560,25962,1
23131,27596,0
28043,24272,1
22573,26357,1
28150,27443,1
26446,32936,0
28321,26747,0
29255,31161,0
23771,26959,1
28505,30339,1
25945,28509,0
27752,26779,1
29723,27353,1
25476,28251,0
26330,29138,0
25936,26144,1
25119,29332,0
24495,27689,0
28161,25230,0
25278,25197,1
27464,31509,0
26572,30494,0
28867,24033,1
24440,29376,0
31230,27037,1
26964,25603,0
30752,29747,1
23892,25560,1
25765,28567,1
24866,27778,0
28885,26910,1
29125,28980,1
24973,26753,0
29213,24879,1
27282,24553,1
24368,26199,0
21554,32573,0
28448,24809,1
27631,25701,1
28938,25755,0
26367,28454,1
28548,24491,0
24764,22426,1
24791,29154,0
27543,25875,1
28647,29279,0
28244,30106,1
27313,26865,1
29257,27688,0
33239,23813,1
25553,25824,1
26035,29872,1
28374,28889,0
26204,28510,0
28249,26056,1
28026,29377,1
28858,30728,0
28300,27153,0
30262,26935,1
26202,28156,0
30003,29457,0
28475,26369,1
25043,26132,1
24134,29699,0
27754,27851,1
27631,24273,1
24040,27424,0
27986,27402,0
26366,26041,0
27050,28339,0
27951,27294,1
26392,25715,0
28744,25477,1
23660,26130,0
27044,29093,1
27092,27153,1
25630,30349,0
28545,21178,1
29626,29324,1
31784,22160,1
29894,24400,1
28245,26684,1
30157,28433,1
25509,29757,0
26546,26860,1
28135,31894,0
30446,25509,1
28545,28748,1
26059,29478,0
26795,26043,1
27083,26705,1
24472,26563,1
23534,25900,0
26204,28196,1
28514,30908,0
27159,26425,1
25847,24144,1
27699,25946,0
29698,25511,1
24681,30234,1
30872,27955,1
25318,26211,0
31308,25852,1
25060,26986,1
31744,25659,1
25908,26520,0
32956,22046,1
29591,22829,1
32116,30195,1
27106,36562,0
29194,25402,1
27803,25979,0
25771,28657,1
23653,23847,0
31163,24049,1
28054,26351,1
24634,28794,0
28213,26496,1
28862,29087,0
30840,25830,1
26225,28542,0
24684,28937,0
26124,31741,0
26992,30512,1
26159,26209,1
28846,31994,0
24567,28942,0
27697,30494,1
23619,27926,0
28548,28558,0
27881,27060,1
26909,29325,0
26669,28193,0
28610,27255,1
29384,26883,1
30649,25583,1
22506,29105,0
25224,30148,0
29498,27247,1
25840,24196,1
28146,29183,0
27908,29419,0
33339,28237,1
24985,25282,1
23340,26386,1
28198,27318,1
27281,26715,0
26157,24338,1
30659,25197,1
22859,29604,0
33282,28813,1
22887,31900,0
24928,31747,0
26273,26111,0
31628,26242,1
24353,24830,1
25934,31299,1
24952,27550,1
28802,24525,1
26052,29912,0
29720,28724,1
30670,27765,1
29900,25806,1
25778,25563,1
26059,24832,1
26077,28523,1
26833,29031,1
30512,26337,1
27604,27747,0
27439,25881,0
29814,23702,1
26760,27574,0
25966,26674,0
26458,27369,0
26095,25215,1
26105,28957,0
26469,28919,0
23800,30421,0
28525,25264,1
28953,28621,0
37594,23684,1
22297,35377,0
23155,30683,0
28584,25404,1
28900,29338,1
27179,27721,0
30139,27101,0
22671,31558,0
34568,19821,1
31763,26855,0
23647,32061,0
26235,27363,1
26857,33323,0
