blueTeamTotalGold,redTeamTotalGold,blueWin
31563,25581,1
30133,22149,1
23484,32364,0
24350,26551,0
24727,28616,0
26251,26347,1
22352,35181,0
29236,25690,0
33406,20947,1
30041,25570,1
25559,26680,0
26724,27078,0
28284,28086,1
28415,25515,1
24279,24397,1
27941,26565,1
28013,26071,0
28385,26917,0
27213,30340,0
33638,29011,1
26450,27087,0
28267,30271,1
29142,25939,1
26904,28748,0
29681,26139,1
29117,32251,0
32833,23616,1
29170,24525,1
27170,36717,0
27533,24929,1
26552,28207,0
27357,25082,1
27592,29004,0
28303,28495,0
25571,27992,0
33610,22560,1
23205,28150,0
28070,27833,0
26501,27521,0
30664,28910,1
30783,30668,1
29208,28537,1
36026,27432,1
25936,29834,0
23718,28386,0
25890,32062,0
25775,29500,0
28548,27112,0
32990,26508,0
32261,25137,1
26355,26965,1
28186,29979,0
25137,31995,0
26040,28616,0
24663,25151,1
26487,24988,0
25931,29290,0
26665,27144,0
26089,23359,1
25825,25582,1
23906,32580,0
25874,26316,0
30023,26637,1
23215,31176,0
25965,27989,0
28213,25470,1
28166,27774,1
25555,30058,0
26186,32606,0
31004,26441,1
28202,25550,1
30011,25009,0
29095,27738,1
28807,23209,1
31568,25516,1
28611,27098,0
26628,22295,1
24516,25272,1
26013,24616,0
29338,28545,1
25877,30621,0
21195,28691,0
29288,29939,0
27594,24451,1
33601,22723,1
23667,26778,0
31692,23840,1
25557,27991,0
21128,29036,0
26328,28331,0
22903,31466,0
25164,26407,0
27288,29404,1
25075,30306,0
25089,25011,1
26128,29396,0
27948,28867,0
25596,28450,0
31134,23400,1
27288,40168,0
26671,30625,1
26657,27388,0
27897,24423,1
25620,29162,0
28625,25547,0
25240,28763,0
24057,34954,0
26343,22523,1
31125,27577,0
31384,27844,1
27832,26618,1
30051,26698,1
34350,24995,1
23899,28459,1
31609,24351,1
32501,26592,1
23621,30889,0
27655,26861,1
20521,31967,0
27918,24214,1
27466,32385,0
28853,28154,1
30875,26756,0
26748,30066,0
28394,30594,0
25347,26912,0
24482,29269,0
24355,26164,1
23558,28994,1
29403,26269,1
27494,27568,0
26212,27315,1
24664,29047,1
32566,25270,1
24306,27202,0
27539,30602,0
26167,27019,1
28983,28543,1
27920,21256,1
26234,31188,0
26163,25738,0
30133,23790,1
26750,27676,1
28571,27451,1
30265,26189,0
28641,31427,1
34840,25863,1
25270,25104,1
28794,19936,1
29371,28115,0
21578,34658,0
26198,27307,0
28140,25498,1
28665,31346,1
32417,27717,1
27335,30051,0
28329,23796,1
26324,31330,0
29316,28615,1
32764,25976,1
27221,31038,0
25862,24932,1
23184,29673,0
28691,26964,0
30624,29004,1
29458,24573,1
27167,25092,0
30705,30511,1
25020,29029,1
23346,29245,0
24005,30393,0
24402,29944,0
27551,28538,1
26620,30476,0
27571,31044,1
27904,30126,1
30838,29690,1
29496,27030,0
28800,28612,0
28884,24566,1
23909,25933,0
25212,26204,0
29184,27843,0
25459,22955,1
27870,29224,1
23493,30500,0
28777,29611,1
28593,26474,1
28125,27072,0
32459,31173,0
26565,27992,0
27172,26604,0
33702,29009,1
25606,29915,0
25369,26277,0
26946,29288,0
29651,29554,0
30846,24019,0
29665,25364,0
29437,27143,1
26486,30399,0
25882,31926,0
27929,31669,0
25546,29456,0
26955,26654,1
23853,29511,0
25479,25416,0
23603,31972,0
30981,27362,1
28342,26827,1
30106,26851,1
24613,27886,1
30605,29726,1
31904,24763,1
24380,29879,0
28269,26319,0
29597,27928,1
30653,24857,1
22402,30259,0
27518,26949,0
27699,24091,1
28230,29513,0
28865,28407,0
29798,23711,1
25617,25921,1
28153,25477,1
26613,29171,1
30830,30650,1
24786,23622,1
27180,24783,1
30216,24294,1
33646,26933,1
28418,27921,0
28696,35778,0
33116,24759,1
26268,28067,0
28401,25701,1
31616,25506,1
26239,25820,0
23696,26974,0
27372,26940,0
30208,24561,1
25629,27339,0
22256,34764,0
25130,30197,0
27638,30501,1
25226,28729,1
26786,26355,1
30537,30134,0
30711,24786,1
26119,27862,0
26013,32920,0
24876,28104,1
23852,27735,0
27131,27438,1
31323,25319,1
30200,26195,0
25055,28003,1
28979,26598,1
22995,29254,0
26683,27423,0
26376,26837,0
26739,31119,0
25762,26632,1
27250,30642,0
27745,31782,0
24797,32648,0
33081,27488,1
23574,27135,0
27122,29411,1
27963,27182,0
30548,23680,1
29276,27435,1
24297,30604,0
31069,28304,0
25747,26749,0
28009,20858,1
26564,34202,0
26585,34879,0
27097,23883,1
25209,28896,0
25958,34105,0
29220,27425,1
28178,27696,1
24632,27872,0
30404,27054,1
31987,26309,1
27285,30520,1
29426,29045,1
26634,30750,0
26015,30607,0
30741,28732,1
24968,31929,0
29063,27893,1
29592,26513,1
31491,25794,1
31026,26773,1
22374,33890,0
28355,25113,1
32264,29352,1
29156,26748,1
27976,28671,1
29591,30279,1
28513,25523,1
28594,27011,0
27901,25852,1
29258,22963,1
30659,27562,1
35391,33014,1
24994,28906,0
28340,26674,0
25332,26369,0
25036,26302,0
31517,30600,1
34861,29812,1
30450,28186,1
25639,27865,0
28995,23939,1
29430,30466,1
22730,28970,0
33064,27310,1
25401,29723,0
29720,28212,1
26087,29164,1
27343,27699,0
25163,27452,0
27274,25809,1
30100,28677,0
25245,27947,0
23440,30663,0
27789,27741,0
27563,26873,1
32424,23409,1
25991,28179,0
28793,28394,0
28129,29767,0
23817,30276,0
28903,26729,1
29171,25817,1
27798,26761,0
32474,29484,1
28846,21817,1
24992,25793,1
26375,28070,0
25266,27733,0
27690,29339,0
26952,29090,0
28400,24026,1
27618,25613,0
24536,28068,0
25613,23121,1
26338,25315,0
22685,29961,0
28208,28626,1
30752,27338,0
30403,29813,0
30296,27354,1
29193,25762,1
27113,30169,0
26351,25342,0
29123,24433,0
27296,25404,1
30311,25454,1
30802,26888,0
26050,27511,0
24151,29080,0
31063,25347,1
28712,30213,1
26014,29830,0
24493,26865,0
26891,25927,0
27148,27762,1
26763,27316,0
32358,27256,1
28568,32725,0
28528,23056,1
26946,29091,0
25521,29394,0
28196,25061,1
26052,24700,1
30983,29376,1
26337,27598,0
28963,31210,1
27430,27452,1
29173,27990,1
34177,22534,1
25463,33751,0
25897,30468,0
22209,33294,0
27499,27552,0
25026,28057,1
23473,27825,0
29237,26495,0
30611,28482,1
25734,25938,1
29724,28936,0
24993,27535,0
27334,27614,0
32210,25718,1
30695,27080,1
23898,26554,0
27409,30942,0
26848,33284,0
29363,26191,1
24050,29706,0
32576,26595,1
29048,24990,1
23636,29794,0
33065,23538,1
28306,32421,0
28514,25029,1
24484,27555,0
31697,25529,1
25281,23817,1
28470,23709,1
27357,25732,1
25608,25690,0
24364,33537,0
29117,25866,1
30622,26262,1
30698,30903,0
29395,31928,0
28161,27309,0
28370,26907,0
26170,22889,1
26527,31566,0
24410,29722,0
29024,30513,0
24069,23813,1
21090,30465,0
29219,25512,1
24942,25992,0
24715,28492,0
25039,29400,0
25077,28067,1
30000,27281,1
26303,27745,1
27731,25050,1
22238,27440,0
25104,28226,0
29481,25514,1
26846,27518,0
28448,23785,1
24837,30263,0
30548,26403,1
29315,27420,1
27019,24991,0
28626,32235,0
32551,22697,1
28454,27549,0
31844,31475,0
26902,28164,0
24890,25384,1
24390,29567,0
30599,25225,1
30435,24629,0
28410,31148,0
30198,28174,1
21297,33084,0
27802,31592,0
23829,28708,1
28244,30631,0
27548,26134,0
26966,26979,1
24602,28694,1
30874,25974,1
25134,28794,0
25900,31021,0
28147,26068,0
31525,29914,0
24466,27705,0
31732,28309,1
28795,24103,1
31821,26687,1
26480,25663,1
27193,23730,1
29464,30517,1
23186,24652,0
32361,24829,1
25097,29474,0
28172,26577,1
25707,25712,0
26129,26856,1
30750,26696,1
27447,35680,0
25817,34927,0
25759,27383,0
29795,23536,1
28776,26038,1
25896,31200,1
29067,30919,0
26183,29042,0
29621,26899,1
30178,27132,1
26748,25314,0
26297,31791,0
23698,34916,0
26770,24157,1
28202,26602,0
24588,30719,0
28159,26028,1
22897,29526,0
29603,26838,1
26169,27840,0
31006,29705,0
29639,27309,0
26337,28037,0
24151,22778,1
29651,26192,0
25686,28746,0
26535,29416,0
24331,24976,0
26610,29628,0
26177,25895,0
26969,28916,0
28919,24324,1
27866,24170,1
25244,27550,1
25822,31548,0
25825,28874,0
28103,28527,1
28767,27553,1
30305,25159,1
29364,26302,1
26794,27121,1
28984,31524,0
25047,23740,1
24580,29026,0
23934,28998,0
22939,31043,0
28308,28672,0
23432,27902,0
22360,28878,1
24568,28169,0
30771,25069,0
31153,24559,1
23809,24251,0
30266,26889,1
28537,26264,0
31356,24707,1
23933,25922,1
31574,25691,1
27406,26447,1
29656,29001,1
31587,28459,1
30106,28417,1
26183,25300,0
30138,24387,1
24222,27572,0
31597,25915,1
27900,27909,1
27504,29986,0
27098,24359,1
23947,32598,0
33093,23993,1
29060,29697,1
31362,25512,1
26464,29665,1
27513,27844,1
31364,30184,0
26818,23689,1
28312,28026,0
26214,26755,1
31958,30132,1
27254,25180,1
24957,29282,0
27810,28122,1
25602,27483,0
30759,26586,1
29290,29467,0
24914,28804,0
30236,30135,1
26002,30392,1
31786,31510,1
32916,26571,1
29349,25390,1
29185,27925,1
27298,30623,0
26766,25818,1
28788,28372,1
26669,31278,0
24915,30685,0
28339,28134,1
24974,31632,0
27919,26037,0
25185,25823,0
27755,27987,0
25877,28122,1
26012,30323,0
27848,30272,0
26465,25488,1
26941,30022,1
28511,27712,0
28062,25761,1
27479,26658,0
29370,28435,1
23370,28141,0
30179,28243,1
32096,23513,1
29363,30021,1
32569,25734,1
25426,30090,0
27234,31325,0
26204,30976,0
29739,29486,1
26218,27675,0
27630,27961,1
25638,26098,1
28376,26201,1
23464,28273,0
30263,28536,1
30341,28321,0
27327,25166,1
26663,27100,0
28984,32272,0
23276,30784,0
30689,28878,1
27953,26673,1
26243,30595,0
26523,27142,1
29737,26022,1
28290,30103,0
32560,25683,1
27401,27528,0
25956,30222,0
31073,25150,1
22533,33323,0
30552,28928,0
25646,31117,0
28284,25428,1
30899,27699,1
28483,29153,1
24519,31208,0
28354,25851,1
27562,24686,1
28420,29680,1
23073,34322,0
26472,27504,0
30264,27975,1
23107,29519,0
30837,25927,1
27258,28944,0
26623,29500,0
29130,26445,1
25828,29665,1
22273,32658,0
27646,24480,0
29506,27306,1
26582,29847,1
28047,22859,1
25755,29228,0
28708,25477,1
23642,29956,0
28453,27654,1
26533,27465,1
22876,29883,0
23611,31457,0
25392,27540,0
27148,27507,1
26785,26108,1
25148,24992,1
26835,28965,0
27816,24950,1
26196,28137,0
30060,24421,1
28153,25281,1
31248,27452,1
24047,29393,0
28863,26825,1
25737,29602,0
23298,27744,0
27894,23583,1
28636,29829,1
31180,28120,1
24692,38012,0
29467,27162,0
29314,28660,1
24840,28695,0
33374,23959,1
25301,26198,1
26508,27233,1
30492,30686,1
26626,29285,0
29003,26413,0
25765,37244,0
26786,31074,0
25737,30592,0
27375,28845,0
28390,33316,0
29953,27698,0
22858,25562,0
23988,28751,0
28322,28537,0
28142,31763,0
31037,28087,1
30397,29761,1
31711,30363,1
29233,30780,0
34250,33758,1
32912,25908,1
27157,27566,0
24313,32996,0
24970,27514,0
25580,26384,1
27823,29556,0
25030,28941,1
26343,28041,0
28937,37037,0
27192,24361,1
22766,28694,0
25337,26720,0
27080,23519,1
30922,25520,1
30701,25828,1
24901,25724,0
27021,23267,1
25784,24222,0
24541,28545,0
26290,32045,0
27357,25542,0
27369,25457,1
25270,30184,0
27609,30159,1
27083,29045,1
30138,27677,1
27804,27965,0
28589,24596,1
26895,31013,0
29523,26320,0
28044,25192,0
26456,24681,1
25682,27992,1
24784,30129,0
24710,28604,0
28409,27661,1
28513,23505,1
24439,27406,0
27062,26184,1
27002,27805,0
24856,29570,0
25868,27974,0
28157,29972,0
26652,25240,0
29153,27015,1
31855,23765,1
30379,24964,1
29211,26203,1
24048,26963,1
31372,30212,1
24931,29278,0
33155,21756,1
30160,23887,1
26829,25081,0
30108,29895,0
30551,24452,0
25734,27761,0
29452,28452,0
29364,26412,1
23097,30128,0
26190,28686,0
28392,26328,0
26600,28312,0
31756,30971,0
28735,22492,1
28279,25963,1
31588,26798,1
33095,25744,1
27072,27262,1
26753,26174,1
26170,32129,0
25046,26521,0
27288,25637,1
31884,24645,1
24639,31082,0
30783,26971,1
30329,23364,1
24950,26676,1
24316,25263,0
23059,27025,0
19828,28754,0
25648,33312,0
27941,24989,0
29620,26871,1
27355,26187,1
24517,33397,0
29228,30080,0
29405,28762,1
28093,23735,1
26393,23744,1
32234,24324,1
28337,31849,0
28629,25826,1
27445,23554,1
27139,29955,1
23415,26293,0
27744,27011,1
27999,32477,0
29209,26563,1
22595,29106,0
27238,29777,1
26370,25337,0
25986,28735,0
27837,25195,1
22720,25243,0
25232,30247,1
26179,24953,0
27980,28957,0
34038,30232,0
30464,22620,1
27547,29690,0
25380,30246,0
21740,30895,0
29600,27262,1
31449,26699,1
22996,29381,0
29346,27442,0
30049,25284,1
24595,27190,0
24968,33381,0
30793,27238,1
31130,24713,0
33721,29563,1
30010,29269,0
25872,27022,1
27032,32307,0
33679,26857,1
32471,27412,1
29026,25692,1
31159,27759,0
27782,25302,1
29176,26068,1
30920,29488,1
26252,29636,0
29973,24856,1
30342,29304,0
25227,27110,0
24597,28790,0
24762,28051,0
28475,21733,1
26004,31778,0
26863,27608,1
30610,24796,0
24872,32230,0
27777,29014,0
26208,33321,0
26977,25566,0
26681,27666,0
32068,26244,1
30019,23023,1
27866,26761,1
26207,26318,1
28989,24086,1
25740,25758,0
31224,26606,1
28466,28835,0
30434,24259,1
30089,24439,1
26639,28173,0
26897,34219,0
27052,29821,1
26464,27088,1
31421,24922,1
27083,25336,0
28790,28788,0
23348,29456,0
24793,28339,0
31743,23164,1
22361,37825,0
24269,25689,0
30832,27879,1
30389,27016,1
24231,25158,0
26368,27641,1
30728,31180,0
29494,25747,1
28950,28221,1
28717,23811,1
22974,31308,0
34984,22151,1
26126,23930,1
28424,31707,0
25401,29588,0
24481,27930,0
29885,24020,0
26237,30131,1
22463,34646,0
25061,26056,0
24372,30536,0
25789,25671,0
27924,29524,0
25240,27879,0
24113,27152,0
25200,25573,0
34582,20810,1
30866,27957,0
28298,24177,1
28942,27698,1
26654,30384,0
25043,28152,0
28207,26831,1
29986,28786,1
29228,29780,0
30878,25408,1
32503,25636,1
24915,26467,0
26389,30423,0
30876,26061,1
22133,29083,0
26245,27464,0
29281,25341,1
26039,28803,0
25933,25906,1
32022,24793,1
27485,25357,0
26425,24950,1
24341,27543,0
27907,25584,1
28019,31205,1
26880,25005,1
27607,28448,1
27784,35435,0
24510,26799,0
28389,26569,1
24721,27621,0
26347,27598,0
28806,26535,1
25863,26500,0
26761,25830,1
26124,32121,0
27154,30391,1
26751,30656,0
27767,28434,0
27690,23425,1
29074,28425,1
25600,29740,1
28300,24957,1
29204,22700,1
27029,27040,1
27576,28148,0
27065,29703,0
28120,27493,1
26251,25813,1
26881,33332,0
27795,26517,1
26699,27191,0
25425,26711,0
24744,29184,0
27383,27377,0
33127,27975,1
26799,29915,0
34391,28415,1
29076,26763,1
29598,27513,1
27338,26092,0
29374,27709,0
26692,30868,0
29159,27779,0
25265,28845,0
31946,24622,1
27000,29691,0
28479,25994,1
34618,28373,1
22078,29805,0
25833,26784,1
24868,27038,1
26871,27146,1
30237,22774,1
29287,28273,0
25954,25426,0
27090,24393,0
28263,27093,0
27960,29208,0
30018,25462,1
27956,25034,1
28142,28138,0
25194,30708,0
25464,25686,0
29096,28017,0
24287,27268,0
25350,29921,0
25850,26817,1
27646,24286,1
26462,33218,0
27064,24092,1
28076,23605,1
28362,22801,1
26904,26508,0
28957,25472,1
27274,26864,0
25240,30826,0
27405,25327,1
25037,25502,1
23894,23541,1
31350,26933,1
26328,25280,1
26454,28554,0
25324,30687,0
27966,24461,1
29428,24661,1
24585,30136,0
25485,28557,0
26466,27533,0
28520,25414,1
29951,22268,1
30133,26275,1
27112,23359,1
31055,26527,1
27027,28228,0
29481,27029,1
31161,31633,0
23929,35138,0
25613,28975,0
28227,27899,1
27775,23744,0
27343,25424,1
24360,24786,0
25155,24116,1
28127,28730,1
24068,31034,0
25328,28157,0
24560,26303,1
24802,25342,1
29274,28425,0
26149,30156,1
26650,27071,1
30098,29692,0
29068,27139,1
32839,25020,1
29340,28755,1
25378,27305,0
27638,25878,1
27686,27881,1
23961,33294,0
29499,24474,1
26957,28736,0
26375,28655,1
28804,26503,1
27902,28011,1
33803,25330,1
27150,28815,1
29533,25895,0
28131,25552,1
26755,23273,0
30217,22086,1
33152,29494,1
28991,24466,0
26478,33115,0
27126,29644,0
29836,30066,1
29069,28231,0
29594,26801,1
33978,26984,1
28069,30940,0
26042,26586,1
27732,26744,1
26905,26351,1
26860,30531,0
28911,30188,1
21466,24933,0
26862,26781,0
27418,28643,0
31107,29470,1
27491,31567,0
33901,26749,1
24839,25809,0
29043,24914,1
33528,28991,1
31087,30682,1
32057,28065,0
27326,30412,0
31305,25177,1
25650,33826,0
29887,27859,1
29710,27481,1
25314,29594,0
30451,27962,0
28684,28742,1
26659,28795,1
30093,24140,1
29236,25249,1
29931,24277,1
28424,27980,0
26073,26364,0
26487,28375,0
29410,27323,1
28262,25696,1
28527,27014,0
28206,24543,1
25314,28661,0
25451,27217,0
31760,27507,1
29514,24924,1
29371,26307,0
29473,26496,1
26465,28824,0
24729,25038,1
23724,27529,0
25266,25364,1
28021,26563,0
29037,29644,0
28836,30531,0
25700,30566,0
25806,26695,1
29974,28152,1
29636,26182,1
27867,26229,1
29247,31236,1
25354,29137,0
26289,27578,1
26555,24151,1
22715,25000,0
27143,28044,0
27973,27912,1
26410,28854,0
26722,26485,0
30836,26908,1
25723,30470,0
26458,27732,1
20656,36991,0
28273,22727,1
29277,30161,1
27507,28104,1
28343,27633,1
24680,25815,0
32790,22296,1
26657,24564,1
28790,25971,1
23794,25716,1
27558,25063,1
25202,26563,0
21846,22092,0
23017,26933,0
22490,24284,0
30324,27664,0
28774,28013,0
28680,24285,1
28041,26384,1
27603,29010,1
26997,30772,0
24049,29364,0
29289,26270,1
27709,27281,1
27310,27394,1
26803,25228,1
28305,29921,1
27331,27426,1
26262,26544,0
25011,26386,1
29073,30203,1
27728,27730,0
25527,26145,0
29034,24331,1
28424,25889,0
30544,28628,0
25529,29704,0
26972,28214,1
31750,31781,1
33060,26269,1
25455,29041,0
29752,30179,1
22370,29193,0
29328,37553,0
26600,28313,1
28237,26632,1
32015,27075,1
26603,31161,1
29922,26342,1
23648,27288,0
30856,26952,1
26859,25514,1
27078,27266,1
29863,27471,1
27303,27143,1
27202,25976,0
24254,25863,0
27703,23050,1
25146,22063,1
27462,25159,0
31560,26532,1
31192,25780,1
27690,30861,0
25506,27772,0
25880,29011,0
25093,31146,0
29631,27113,1
26000,28756,0
27249,23200,1
31058,30010,1
20277,34721,0
27247,29245,0
31573,26877,1
36888,26118,1
31772,25881,1
27414,26227,1
27582,29292,0
26818,29261,0
25356,26847,0
31932,30115,0
30465,30962,0
24224,30536,0
24745,30383,0
20900,32898,0
25735,25630,0
30368,26385,0
33643,29691,1
26516,24521,1
32096,24827,1
24660,34248,0
26982,28235,0
26289,30917,0
25487,31799,0
24109,28511,0
26772,30062,0
26636,27244,0
25596,28363,0
25241,30312,0
26754,28997,0
31493,24609,1
27255,24801,1
29614,23887,1
24414,29269,0
31499,28791,1
26850,28788,0
28696,23006,1
33970,23158,1
25427,31187,0
28676,31068,0
22918,32667,0
25769,32740,0
24980,25091,0
28940,33756,1
26706,26085,1
30685,32040,0
29819,28082,0
27566,29067,0
27445,29507,0
24479,28010,0
26298,31906,1
30143,24392,1
29301,26413,1
25862,29542,1
25741,28324,1
32702,25719,1
26186,27699,0
25783,27939,1
29653,23964,1
24086,27349,1
30309,27061,1
31655,27869,1
28064,29484,0
24557,27074,0
29414,27210,1
27919,27352,1
24383,28125,0
26211,25339,1
29341,32884,0
25958,27442,0
23701,29645,0
26669,30569,0
27537,28833,1
36382,31456,1
30660,28035,0
28844,26435,0
25535,24705,0
27665,26097,0
31887,26723,1
32126,24023,1
32960,23845,1
30567,33520,0
29651,23223,0
28526,25805,1
26659,26891,1
27080,26325,1
35830,29477,1
27883,28512,0
24241,28538,0
23553,29829,0
26570,27007,0
31727,25609,1
26712,29995,0
29953,28530,1
26934,26047,0
26040,25779,1
25528,26977,1
30084,29932,0
30107,30518,0
29536,27331,1
27313,26532,0
24634,28546,0
24051,26984,0
24689,30070,0
24777,29315,0
31841,24259,1
26959,25951,0
33829,25885,1
32878,25260,1
20421,30003,0
27660,23720,1
30064,23183,1
25845,26370,0
30229,27296,1
23681,27343,0
26096,24701,0
26598,30699,0
29041,29057,1
23318,28066,0
29434,24277,1
24667,25119,0
31799,19664,1
25364,32749,0
27142,27309,1
27544,27972,1
25464,26359,0
31289,30351,0
30715,24673,1
27399,29466,1
27564,27516,0
28819,28611,1
31929,25227,1
26007,26452,0
30123,24355,1
25818,28164,1
24363,28662,0
32693,28575,1
24941,29726,0
33015,24370,1
27068,30763,0
26070,31056,0
28777,25686,1
26345,30535,0
28468,24087,1
25623,34530,0
30571,24557,1
26927,34158,0
32073,28997,0
27919,25633,1
32352,24981,1
28024,27484,0
32062,30528,0
27124,27135,0
24294,30347,0
29867,31992,1
29132,26404,1
25940,28756,0
25862,29014,0
29284,29625,0
27870,30556,0
29450,25937,1
29025,28645,0
31004,29070,0
29815,30659,0
24474,28534,0
32042,32065,1
25500,28472,0
23638,29432,0
24961,27611,0
23165,29286,0
27932,24269,1
30370,26316,1
31533,24649,1
28067,27004,0
29839,24719,1
32197,26509,1
28458,24066,1
22071,28561,0
24996,28734,0
26427,25903,0
27850,23705,1
25988,26530,0
30321,25383,1
27465,26380,1
28354,26114,1
25898,24918,0
27210,28279,0
33774,26082,1
27726,25185,1
28484,25052,1
25897,30262,0
26173,31496,0
27715,28700,0
31217,28325,1
28109,24351,1
27261,26518,0
24884,27355,0
27374,25063,1
29218,26513,1
29394,26425,1
27140,31177,1
24400,30970,0
32037,26413,1
34460,27073,1
28896,25120,1
23166,27141,1
27592,26561,0
24029,28615,0
27019,29574,1
28142,25194,1
25536,31183,0
27326,25918,1
26005,23389,1
27427,26317,1
26169,29085,0
30618,28718,0
24349,33767,0
27850,27942,1
30688,28659,1
26302,25542,0
28076,26780,1
27247,27103,0
34594,27726,1
28470,31513,0
32718,27565,1
32030,23924,1
31109,26185,1
26173,29765,0
28878,27043,1
25541,28598,0
29501,25356,1
28530,23847,0
30912,26252,1
26585,31054,0
23644,33005,0
23372,34343,0
27628,25578,0
27194,28771,0
23010,25090,0
29949,30934,1
32513,25327,1
34263,23043,1
25835,29952,0
26034,29714,1
21818,33724,0
25873,31268,0
28786,29631,1
25344,27305,0
29383,28429,1
31423,26137,1
27018,32666,0
24419,25863,0
26077,28149,0
26200,26881,1
28279,23964,1
32156,25896,1
27824,30398,0
32183,28793,1
25214,25916,1
26715,27037,0
26001,27301,0
26005,29194,0
27779,35838,1
26570,22212,1
27220,31588,0
35639,27340,1
30289,27084,1
29399,26602,1
29021,25033,1
29457,24694,1
30249,26573,1
25977,27641,0
26521,22615,1
24218,24823,0
27384,25613,1
25288,29289,0
26570,25261,1
25840,22562,0
32209,25530,1
26040,33333,0
28853,22593,1
30112,34158,1
26058,28413,0
25587,25072,1
22925,30747,0
29847,31280,1
31448,30413,1
31443,25231,1
26932,26388,0
27132,23374,1
31762,29868,1
25753,26287,0
31532,27220,1
24163,29242,0
28242,24579,1
22637,32896,0
28512,26263,1
31444,25063,1
31117,24647,0
29999,28293,1
25272,26520,0
24213,25081,0
23181,24701,0
28632,23655,1
30720,28474,1
31291,23588,1
27931,27669,1
28927,29098,1
27826,29417,1
30179,24269,1
26256,24520,1
27605,26183,1
28615,29787,1
27832,25051,1
23071,31692,0
27234,28025,0
29533,28830,0
25576,29952,0
38372,26523,1
29427,26072,1
25278,27142,0
32234,21086,1
23611,30334,0
28263,26220,1
31935,25073,1
25421,28670,0
27102,24471,1
33752,22825,1
24414,25861,1
28819,27376,1
32153,24308,1
29324,24476,1
26920,25303,1
28450,25650,1
29379,27075,1
32305,26671,1
25569,27642,0
28425,29581,0
24625,23437,0
31752,22681,1
29332,24457,1
26778,28341,1
24939,24715,0
24494,28303,0
25109,30651,0
27081,28971,0
26081,31883,0
31432,28667,1
31247,26302,1
27418,26692,0
30454,30264,0
28333,29776,0
25131,30162,1
27358,25019,1
33587,25956,1
35468,29554,0
31970,28018,1
30364,28366,1
28112,24380,0
28439,30389,1
31079,28298,0
28923,25106,1
24267,29784,0
26972,26180,0
28011,30722,1
25732,26929,0
29525,28331,1
27478,29416,0
30828,28630,1
27579,28830,0
27447,29646,1
35745,31667,1
27911,30875,0
24641,31070,1
27912,27984,1
30231,27281,1
34022,22312,1
25423,29219,0
34031,26670,1
37827,29088,1
32446,27845,1
32833,27134,1
26540,32318,1
28906,26418,0
28976,30585,0
24563,31306,0
31306,27954,0
31640,27064,1
30773,25327,1
24702,30453,0
30090,27028,1
24024,31477,0
29158,28016,1
25609,27482,0
24322,27573,0
25125,25215,1
29892,29486,1
30682,26033,1
28667,30286,1
25756,29647,1
25052,30428,0
23310,27980,0
27236,28276,1
24704,27896,0
31979,23221,1
24792,27012,0
29027,29724,1
30237,24880,1
26659,29842,0
27525,26438,1
27382,28773,1
31360,23250,1
27962,30520,0
27704,29231,1
26854,28516,1
26437,27874,0
30178,29882,0
34300,25714,1
31228,24218,1
27325,30484,1
29083,26453,1
29730,26015,1
26735,24347,1
24546,28718,0
24646,33368,0
32286,23112,1
31378,25542,1
28434,28771,0
27668,28415,0
24624,24657,1
24893,25455,0
26628,28530,0
25660,27031,0
21004,33057,0
30881,22137,1
29252,25965,1
28677,29977,0
28199,25692,1
26509,27238,1
29263,28570,0
30808,22427,1
29709,28900,0
27805,27416,0
29797,26460,0
26960,28673,1
27680,34935,0
27627,23827,1
24091,26056,1
29918,25960,0
28316,31499,1
32426,25573,1
29043,24242,1
27859,24903,0
29868,30737,1
31074,23249,0
29137,29987,1
24094,27187,0
27813,31119,0
26029,29444,1
29579,25870,1
23523,26722,0
29788,23316,1
28993,25125,1
27692,27456,1
25189,32573,0
27101,27791,1
25430,25905,0
29639,27478,0
30022,30169,1
27725,31017,0
29514,23446,1
27083,31905,1
28097,25885,0
26015,30335,0
27945,27873,0
26952,23854,1
26973,27089,0
31326,25075,1
28839,26645,1
28427,23244,0
26091,23972,0
29849,28471,1
24059,26126,0
29138,24301,1
26767,25904,1
28500,26523,1
29821,25253,1
25271,28554,0
27864,25374,0
29424,26286,1
29389,25509,1
31279,27381,1
25499,26103,1
26648,25062,1
29114,29327,0
28022,30895,0
29883,26986,0
28511,25450,0
29852,25671,0
28095,23380,1
23635,30838,0
26933,25546,1
28377,26318,1
29282,29906,1
25227,28346,0
26983,26454,0
25820,31073,0
29803,24975,1
28869,26276,0
28732,26945,1
31952,28396,1
25515,30609,0
23797,27351,0
29291,28256,0
28841,25199,1
26418,31759,0
29063,27924,1
31608,25497,1
28347,25148,1
32807,28391,1
26199,26734,1
28063,26435,0
26820,34912,0
32400,29170,1
29483,26847,0
30574,23674,1
30883,25882,0
27185,28105,1
29558,28323,1
24882,29716,0
25836,34633,0
23921,30296,0
30057,24757,1
26543,32635,0
28871,26179,1
28142,26020,1
29076,27610,0
24989,27711,0
34450,27039,1
26826,28860,0
26124,31478,0
24126,30426,0
29657,25424,1
30521,24153,1
25899,26757,0
29748,25457,1
26612,29796,0
25446,32355,0
25491,26406,0
26920,28343,0
23930,28924,0
28246,26592,1
26673,30912,0
24497,28737,0
23758,27672,0
31049,30507,1
24171,31875,0
29024,29922,0
27607,29382,0
